序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,2,"10,349.620",2.410
2,2017-09-30,4,"11,765.400",2.640
3,2017-06-30,40,"47,683.870",10.410
4,2017-03-31,17,"69,056.110",12.530
5,2016-12-31,31,"71,166.440",13.240
6,2016-09-30,16,"53,581.100",10.350
7,2016-06-30,61,"84,389.620",13.870
8,2016-03-31,5,"19,656.240",3.570
9,2015-12-31,11,"21,317.710",3.800
10,2015-09-30,1,"3,017.520",0.800
11,2015-06-30,16,"17,852.610",2.160
12,2015-03-31,12,"49,791.690",9.140
13,2014-12-31,7,"13,059.110",3.900
14,2014-09-30,5,"18,806.350",6.120
15,2014-03-31,1,222.950,0.170
16,2013-12-31,1,566.980,0.430
17,2013-06-30,1,193.200,0.160
18,2012-12-31,1,12.850,0.010
19,2012-06-30,2,949.160,0.610
20,2011-12-31,3,703.800,0.490
21,2011-09-30,2,"3,165.880",1.670
22,2011-06-30,3,"4,840.940",1.930
23,2011-03-31,2,"4,680.480",1.700
24,2010-12-31,5,"7,316.760",2.500
25,2010-03-31,1,"2,898.760",1.130
26,2009-09-30,1,356.270,0.200
27,2007-03-31,2,"8,422.320",5.020
28,2006-12-31,1,0.220,0.000
29,2006-06-30,1,0.240,0.000
30,2005-12-31,1,0.170,0.000
31,2005-09-30,1,197.400,0.440
32,2005-06-30,2,198.970,0.440
33,2004-12-31,1,0.230,0.000
34,2004-06-30,2,755.050,1.060
35,2002-12-31,13,"6,373.020",6.710
36,2002-06-30,9,"6,921.690",5.110
37,2001-12-31,1,278.760,0.260
