序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,156,"105,278.240",8.700
2,2017-09-30,13,"37,876.270",2.930
3,2017-06-30,197,"175,938.390",16.430
4,2017-03-31,56,"187,946.570",15.300
5,2016-12-31,140,"185,080.170",19.020
6,2016-09-30,21,"105,867.300",10.740
7,2016-06-30,94,"195,041.730",21.150
8,2016-03-31,13,"99,328.960",12.300
9,2015-12-31,35,"137,273.330",13.170
10,2015-09-30,23,"174,034.040",18.820
11,2015-06-30,64,"352,462.360",25.740
12,2015-03-31,18,"145,459.470",17.960
13,2014-12-31,34,"86,344.250",18.400
14,2014-09-30,6,"57,727.650",14.990
15,2014-06-30,16,"36,484.770",13.870
16,2014-03-31,5,"24,103.840",13.300
17,2013-12-31,14,"51,617.060",25.220
18,2013-09-30,7,"46,161.510",24.700
19,2013-06-30,28,"51,252.510",29.310
20,2013-03-31,10,"45,227.380",30.570
21,2012-12-31,37,"52,637.640",38.790
22,2012-09-30,12,"32,724.320",23.660
23,2012-06-30,38,"41,306.930",30.490
24,2012-03-31,9,"27,044.010",45.270
25,2011-12-31,12,"28,563.810",46.180
26,2011-09-30,12,"31,406.920",50.790
27,2011-06-30,11,"14,106.070",28.760
