序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,33,"33,145.130",1.250
2,2017-12-31,162,"95,646.060",3.520
3,2017-09-30,34,"21,081.420",0.800
4,2017-06-30,113,"63,027.640",3.130
5,2017-03-31,10,"13,467.970",0.660
6,2016-12-31,118,"93,387.470",4.770
7,2016-09-30,36,"94,256.970",4.240
8,2016-06-30,180,"194,719.220",7.930
9,2016-03-31,32,"70,071.830",3.760
10,2015-12-31,184,"284,430.850",11.070
11,2015-09-30,27,"86,989.440",5.250
12,2015-06-30,192,"645,412.430",22.360
13,2015-03-31,69,"451,700.840",17.110
14,2014-12-31,95,"114,591.210",9.060
15,2014-09-30,18,"38,101.000",2.360
16,2014-06-30,93,"89,352.910",8.330
17,2014-03-31,20,"45,363.810",4.740
18,2013-12-31,47,"30,430.340",3.920
19,2013-09-30,1,"3,704.050",0.440
20,2013-06-30,62,"95,663.360",10.750
21,2013-03-31,6,"43,502.560",8.300
22,2012-12-31,70,"68,463.080",15.200
23,2012-09-30,5,"78,394.490",16.330
24,2012-06-30,58,"59,797.370",13.360
25,2012-03-31,3,"43,904.040",7.620
26,2011-12-31,64,"88,912.510",14.300
27,2011-09-30,1,"4,413.410",0.630
28,2011-06-30,48,"38,760.280",4.130
29,2011-03-31,5,"23,716.390",10.490
30,2010-12-31,60,"90,283.090",29.250
31,2010-09-30,9,"38,897.450",18.310
32,2010-06-30,88,"29,454.510",19.820
