序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,49,"225,497.630",17.040
2,2017-12-31,197,"340,148.510",24.000
3,2017-09-30,44,"221,551.690",15.990
4,2017-06-30,163,"318,506.890",27.770
5,2017-03-31,23,"216,101.010",18.580
6,2016-12-31,161,"437,851.910",35.380
7,2016-09-30,31,"206,249.330",17.850
8,2016-06-30,114,"301,488.190",47.200
9,2016-03-31,23,"215,715.330",39.960
10,2015-12-31,74,"310,004.900",43.650
11,2015-09-30,19,"216,145.650",39.980
12,2015-06-30,69,"306,920.190",38.840
13,2015-03-31,18,"120,967.130",25.170
14,2014-12-31,69,"113,053.550",35.150
15,2014-09-30,16,"43,888.350",12.990
16,2014-06-30,3,27.430,0.010
17,2013-12-31,2,27.300,0.030
18,2013-06-30,2,6.930,0.010
19,2012-12-31,2,68.940,0.100
20,2012-06-30,3,350.360,0.450
21,2011-12-31,2,300.460,0.400
22,2011-06-30,2,577.580,0.570
23,2010-09-30,1,427.990,0.690
24,2010-06-30,3,767.370,1.340
25,2010-03-31,2,577.610,0.820
