序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,20,"72,304.920",6.940
2,2017-12-31,60,"69,325.080",8.170
3,2017-06-30,23,"8,365.000",1.260
4,2017-03-31,8,"10,556.290",1.320
5,2016-12-31,49,"69,373.980",10.650
6,2016-09-30,1,"5,494.800",1.090
7,2016-06-30,18,"4,120.890",0.840
8,2015-12-31,7,"2,365.940",0.460
9,2015-06-30,3,664.880,0.110
10,2015-03-31,1,"1,839.990",0.500
11,2014-12-31,13,"15,150.740",5.080
12,2014-09-30,1,"2,376.670",0.760
13,2014-06-30,2,16.310,0.010
14,2013-12-31,6,"7,041.410",2.500
15,2013-09-30,1,"5,186.240",1.770
16,2013-06-30,4,"2,139.030",0.940
17,2013-03-31,5,"13,178.330",4.870
18,2012-12-31,7,"1,478.120",0.710
19,2012-06-30,2,34.980,0.020
20,2011-09-30,2,887.720,0.390
21,2011-06-30,4,"1,525.340",1.540
22,2011-03-31,2,"2,649.160",2.460
23,2010-12-31,4,"1,969.520",1.720
24,2010-09-30,1,"1,882.000",1.570
25,2010-06-30,6,"2,535.920",2.520
26,2010-03-31,3,"5,697.440",3.990
27,2009-12-31,7,"8,989.720",6.010
28,2009-09-30,3,"8,582.230",6.830
29,2009-06-30,11,"20,832.460",20.290
30,2009-03-31,8,"15,069.940",22.510
31,2008-12-31,17,"12,233.430",25.900
32,2008-09-30,9,"2,760.770",9.910
33,2008-06-30,101,"5,017.760",
