序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,4,"10,526.870",2.190
2,2017-06-30,7,"2,616.190",0.650
3,2017-03-31,2,"6,615.270",1.250
4,2016-12-31,15,"7,724.240",1.750
5,2016-06-30,7,"1,287.500",0.360
6,2015-12-31,6,600.670,0.140
7,2015-06-30,4,56.270,0.010
8,2014-12-31,7,316.120,0.080
9,2014-09-30,1,"3,584.460",0.870
10,2014-06-30,8,465.140,0.340
11,2013-12-31,8,286.140,0.200
12,2013-06-30,1,3.200,0.000
13,2012-12-31,2,"2,209.310",1.470
14,2012-09-30,2,"1,950.380",3.650
15,2012-06-30,4,"4,793.640",6.340
16,2012-03-31,3,"2,972.940",4.290
17,2011-12-31,13,"5,974.470",11.430
18,2011-09-30,3,"1,559.910",2.540
