序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,2,0.060,0.000
2,2018-06-30,1,0.460,0.000
3,2017-12-31,2,14.880,0.010
4,2017-06-30,3,228.680,0.060
5,2016-12-31,2,42.120,0.010
6,2016-09-30,1,89.510,0.020
7,2016-06-30,7,732.890,0.180
8,2016-03-31,1,"1,498.960",0.310
9,2015-12-31,5,"6,726.700",1.220
10,2015-06-30,3,"13,953.250",3.090
11,2014-12-31,1,944.900,0.450
12,2014-09-30,1,"8,273.300",2.820
13,2014-06-30,3,"5,919.130",2.770
14,2014-03-31,2,"2,384.740",1.520
15,2013-12-31,2,116.990,0.080
16,2013-06-30,2,20.220,0.020
17,2012-12-31,1,5.380,0.000
18,2012-06-30,2,36.440,0.030
19,2012-03-31,1,404.960,0.280
20,2011-12-31,3,366.780,0.260
21,2011-06-30,1,26.370,0.010
22,2007-06-30,1,"4,506.460",3.540
23,2006-12-31,1,27.090,0.060
24,2006-06-30,2,142.710,0.330
25,2005-12-31,1,32.110,0.100
26,2005-06-30,1,32.050,0.100
27,2004-12-31,1,36.790,0.090
28,2004-06-30,1,34.050,0.090
29,2003-12-31,1,279.660,0.680
30,2003-06-30,1,549.920,1.010
