序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,2,14.880,0.010
2,2017-06-30,3,228.680,0.060
3,2016-12-31,2,42.120,0.010
4,2016-09-30,1,89.510,0.020
5,2016-06-30,7,732.890,0.180
6,2016-03-31,1,"1,498.960",0.310
7,2015-12-31,5,"6,726.700",1.220
8,2015-06-30,3,"13,953.250",3.090
9,2014-12-31,1,944.900,0.450
10,2014-09-30,1,"8,273.300",2.820
11,2014-06-30,3,"5,919.130",2.770
12,2014-03-31,2,"2,384.740",1.520
13,2013-12-31,2,116.990,0.080
14,2013-06-30,2,20.220,0.020
15,2012-12-31,1,5.380,0.000
16,2012-06-30,2,36.440,0.030
17,2012-03-31,1,404.960,0.280
18,2011-12-31,3,366.780,0.260
19,2011-06-30,1,26.370,0.010
20,2007-06-30,1,"4,506.460",3.540
21,2006-12-31,1,27.090,0.060
22,2006-06-30,2,142.710,0.330
23,2005-12-31,1,32.110,0.100
24,2005-06-30,1,32.050,0.100
25,2004-12-31,1,36.790,0.090
26,2004-06-30,1,34.050,0.090
27,2003-12-31,1,279.660,0.680
28,2003-06-30,1,549.920,1.010
