序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,4,"1,528.290",2.100
2,2018-06-30,15,"3,990.810",4.340
3,2018-03-31,1,454.810,0.400
4,2017-12-31,27,"11,457.950",8.040
5,2017-09-30,1,"2,705.330",1.390
6,2017-06-30,6,"2,502.770",1.380
7,2017-03-31,1,"1,113.000",0.630
8,2016-12-31,13,"7,176.960",4.060
9,2016-09-30,2,"9,479.150",5.430
10,2016-06-30,23,"12,497.950",7.310
11,2016-03-31,7,"21,320.240",12.640
12,2015-12-31,20,"31,568.520",14.090
13,2015-09-30,3,"22,400.100",16.120
14,2015-06-30,5,"1,548.470",0.840
15,2015-03-31,1,"1,512.640",1.430
16,2014-12-31,1,0.010,0.000
17,2014-06-30,80,"1,939.450",3.780
