序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,39,"9,541.610",1.260
2,2017-09-30,1,"4,471.690",0.570
3,2017-06-30,47,"13,958.260",1.870
4,2017-03-31,1,"4,697.110",0.570
5,2016-12-31,40,"11,536.630",1.390
6,2016-09-30,1,"6,164.480",0.760
7,2016-06-30,48,"21,620.350",2.600
8,2016-03-31,1,367.160,0.050
9,2015-12-31,40,"15,469.730",1.740
10,2015-06-30,36,"32,813.940",2.650
11,2015-03-31,3,"39,362.450",4.110
12,2014-12-31,30,"8,621.800",1.190
13,2014-06-30,27,"11,284.270",1.750
14,2014-03-31,2,"8,585.810",1.620
15,2013-12-31,34,"21,833.160",3.620
16,2013-09-30,4,"34,050.520",4.590
17,2013-06-30,37,"51,088.420",7.170
18,2013-03-31,9,"44,983.820",5.860
19,2012-12-31,40,"79,955.210",11.590
20,2012-09-30,13,"69,055.100",8.810
21,2012-06-30,47,"81,319.130",9.430
22,2012-03-31,4,"35,241.530",5.550
23,2011-12-31,15,"26,912.640",4.240
24,2011-09-30,3,"23,669.790",3.780
25,2011-06-30,8,"2,919.650",0.460
26,2011-03-31,2,"13,983.960",1.900
27,2010-12-31,10,"58,349.100",12.870
28,2010-09-30,10,"108,636.860",21.420
29,2010-06-30,17,"68,544.980",19.960
30,2010-03-31,2,"14,341.980",4.190
31,2009-12-31,3,"2,927.570",0.900
32,2009-09-30,4,"9,112.550",3.380
33,2009-06-30,6,"9,889.880",4.050
34,2009-03-31,4,"10,958.960",5.000
35,2008-12-31,6,"10,927.820",6.940
36,2008-09-30,4,"12,093.770",6.360
37,2008-06-30,6,"16,402.490",5.570
38,2008-03-31,5,"19,395.350",4.910
39,2007-12-31,4,"19,783.560",5.350
40,2007-09-30,2,"22,109.800",5.440
41,2007-06-30,7,"21,981.870",6.470
42,2007-03-31,8,"50,868.970",14.730
43,2006-12-31,10,"27,124.010",11.990
44,2006-09-30,2,"5,132.400",4.490
45,2006-06-30,9,"7,441.590",6.010
46,2006-03-31,2,"4,829.480",5.800
47,2005-12-31,7,"4,128.290",6.080
48,2005-09-30,3,"3,064.610",4.000
49,2005-06-30,5,"2,465.000",3.420
50,2005-03-31,6,"8,581.110",13.280
51,2004-12-31,11,"8,347.000",13.380
52,2004-09-30,6,"10,216.570",13.810
53,2004-06-30,5,"6,678.250",9.940
54,2003-06-30,1,667.750,0.520
55,2002-12-31,1,698.460,0.540
56,2002-06-30,2,"1,053.180",0.680
57,2001-12-31,1,34.590,0.030
