序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,8,"33,293.060",3.660
2,2018-12-31,127,"89,967.730",12.900
3,2018-09-30,14,"65,146.760",9.000
4,2018-06-30,75,"66,077.980",8.470
5,2018-03-31,9,"16,636.420",2.640
6,2017-12-31,94,"24,601.060",3.910
7,2017-09-30,8,"3,885.160",0.660
8,2017-06-30,80,"49,149.530",7.840
9,2017-03-31,6,"15,856.750",2.650
10,2016-12-31,93,"65,208.280",9.430
11,2016-09-30,5,"34,072.320",4.850
12,2016-06-30,74,"130,236.160",17.320
13,2016-03-31,9,"75,352.380",9.650
14,2015-12-31,61,"288,127.610",21.870
15,2015-09-30,14,"212,911.660",23.890
16,2015-06-30,50,"385,881.460",44.080
17,2015-03-31,11,"166,253.780",27.430
18,2014-12-31,75,"120,309.740",30.460
19,2014-09-30,15,"114,297.550",22.760
20,2014-06-30,66,"157,332.290",40.200
21,2014-03-31,12,"90,287.930",22.280
22,2013-12-31,53,"156,401.510",38.900
23,2013-09-30,6,"59,125.680",23.500
24,2013-06-30,42,"77,698.280",49.740
25,2013-03-31,5,"28,992.700",22.840
26,2012-12-31,19,"48,387.010",39.740
27,2012-09-30,7,"31,411.150",29.660
