序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,9,"16,636.420",2.640
2,2017-12-31,94,"24,601.060",3.910
3,2017-09-30,8,"3,885.160",0.660
4,2017-06-30,80,"49,149.530",7.840
5,2017-03-31,6,"15,856.750",2.650
6,2016-12-31,93,"65,208.280",9.430
7,2016-09-30,5,"34,072.320",4.850
8,2016-06-30,74,"130,236.160",17.320
9,2016-03-31,9,"75,352.380",9.650
10,2015-12-31,61,"288,127.610",21.870
11,2015-09-30,14,"212,911.660",23.890
12,2015-06-30,50,"385,881.460",44.080
13,2015-03-31,11,"166,253.780",27.430
14,2014-12-31,75,"120,309.740",30.460
15,2014-09-30,15,"114,297.550",22.760
16,2014-06-30,66,"157,332.290",40.200
17,2014-03-31,12,"90,287.930",22.280
18,2013-12-31,53,"156,401.510",38.900
19,2013-09-30,6,"59,125.680",23.500
20,2013-06-30,42,"77,698.280",49.740
21,2013-03-31,5,"28,992.700",22.840
22,2012-12-31,19,"48,387.010",39.740
23,2012-09-30,7,"31,411.150",29.660
