序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,1,"4,704.000",1.520
2,2017-12-31,19,"18,265.580",5.710
3,2017-09-30,2,"12,345.700",3.640
4,2017-06-30,23,"17,122.380",5.440
5,2017-03-31,4,"25,583.150",7.510
6,2016-12-31,20,"48,199.760",12.570
7,2016-09-30,7,"18,240.120",4.950
8,2016-06-30,19,"16,897.830",5.110
9,2015-12-31,4,906.640,0.490
10,2015-06-30,3,393.650,0.140
11,2015-03-31,1,"3,291.420",1.180
12,2014-12-31,3,"3,066.160",1.800
13,2014-06-30,2,165.360,0.110
14,2013-12-31,3,148.060,0.100
15,2013-06-30,4,502.380,0.440
16,2012-06-30,1,64.930,0.090
17,2011-12-31,1,76.930,0.100
18,2011-06-30,1,67.610,0.060
19,2010-12-31,1,0.830,0.000
20,2010-06-30,12,"1,513.020",3.910
