序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,30,"23,421.910",5.260
2,2017-09-30,3,"4,236.380",0.830
3,2017-06-30,41,"79,800.640",15.770
4,2017-03-31,7,"73,158.350",12.460
5,2016-12-31,30,"73,330.190",12.480
6,2016-09-30,14,"27,470.710",5.730
7,2016-06-30,15,"8,432.480",2.580
8,2016-03-31,1,"4,444.000",1.260
9,2015-12-31,13,"15,439.230",3.310
10,2015-09-30,3,"12,497.230",3.890
11,2015-06-30,10,"36,963.430",8.430
12,2015-03-31,2,"4,401.210",1.250
13,2014-12-31,11,"6,115.310",2.300
14,2014-09-30,2,"5,477.790",1.760
15,2014-06-30,5,"2,757.750",2.120
16,2014-03-31,1,"1,202.130",1.230
17,2013-12-31,1,61.380,0.090
18,2013-09-30,1,408.720,0.780
19,2013-06-30,2,486.880,1.010
20,2012-12-31,5,"2,604.070",4.180
21,2012-09-30,2,"2,712.000",4.970
22,2012-06-30,10,"4,294.920",9.800
23,2012-03-31,5,"8,775.550",17.670
24,2011-12-31,6,"10,543.200",20.290
25,2011-09-30,7,"11,222.020",25.630
