序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,10,649.940,0.200
2,2017-06-30,17,"3,076.520",0.880
3,2017-03-31,1,"2,242.840",0.520
4,2016-12-31,24,"18,066.900",4.270
5,2016-09-30,4,"15,165.950",3.810
6,2016-06-30,25,"14,677.590",3.900
7,2016-03-31,2,"6,558.770",1.760
8,2015-12-31,21,"11,321.560",2.450
9,2015-06-30,22,"56,891.520",8.390
10,2014-12-31,3,"1,105.560",0.350
11,2014-06-30,3,"2,736.560",0.980
12,2014-03-31,2,"1,751.400",0.710
13,2013-12-31,3,"2,215.910",0.880
14,2013-09-30,1,730.590,0.300
15,2012-12-31,1,5.930,0.000
16,2012-06-30,3,358.620,0.170
17,2011-12-31,4,"1,993.940",0.990
18,2011-09-30,1,"1,877.700",0.770
19,2011-06-30,3,"2,198.250",0.800
20,2011-03-31,2,"7,092.200",2.270
21,2010-12-31,6,"4,370.910",1.520
22,2010-09-30,1,"1,685.980",0.660
23,2010-06-30,3,"2,614.720",1.230
24,2010-03-31,1,643.000,0.440
25,2009-12-31,2,183.880,0.150
26,2009-03-31,1,614.980,0.680
27,2007-12-31,3,784.600,0.600
28,2007-06-30,61,"9,089.820",5.690
29,2007-03-31,4,104.210,
