序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,11,"12,049.450",0.300
2,2018-12-31,104,"40,535.760",3.130
3,2018-09-30,5,"3,624.890",0.290
4,2018-06-30,44,"9,222.820",0.710
5,2018-03-31,4,"3,459.520",0.220
6,2017-12-31,48,"12,610.330",0.790
7,2017-09-30,13,"27,235.090",1.370
8,2017-06-30,129,"52,320.210",2.970
9,2017-03-31,63,"77,380.450",3.400
10,2016-12-31,151,"78,473.150",3.870
11,2016-09-30,5,"4,023.940",0.220
12,2016-06-30,87,"39,677.360",2.060
13,2016-03-31,22,"20,850.350",0.800
14,2015-12-31,117,"78,927.290",2.700
15,2015-09-30,17,"24,321.900",1.130
16,2015-06-30,107,"97,157.520",2.990
17,2015-03-31,7,"29,106.360",1.050
18,2014-12-31,95,"79,733.270",3.580
19,2014-09-30,7,"16,666.420",0.930
20,2014-06-30,51,"26,205.610",1.640
21,2014-03-31,1,"7,847.420",0.490
22,2013-12-31,70,"31,553.630",3.150
23,2013-06-30,53,"9,574.120",1.500
24,2013-03-31,1,0.220,0.000
25,2012-12-31,48,"14,217.740",1.630
26,2012-06-30,42,"14,413.060",1.330
27,2011-12-31,29,"10,508.330",4.340
28,2011-06-30,3,963.940,0.250
29,2010-12-31,2,"31,747.410",9.780
30,2010-09-30,7,"43,660.150",15.510
31,2010-06-30,4,"15,616.880",7.680
32,2010-03-31,2,"5,225.600",2.230
33,2009-12-31,2,"2,038.160",0.910
34,2002-12-31,1,71.110,0.190
35,2002-06-30,5,716.830,1.310
36,2001-12-31,1,155.890,0.280
