序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,379.180,0.170
2,2017-06-30,21,"15,306.900",7.080
3,2017-03-31,2,"13,861.990",5.560
4,2016-12-31,11,"4,583.400",1.790
5,2016-09-30,1,"3,917.420",1.670
6,2016-06-30,9,"4,405.160",1.800
7,2016-03-31,2,"5,393.140",2.200
8,2015-12-31,7,"2,762.000",1.020
9,2015-06-30,10,"13,658.750",3.420
10,2015-03-31,1,"1,992.670",0.980
11,2014-12-31,1,"2,668.520",1.970
12,2014-09-30,2,"5,163.500",3.620
13,2014-06-30,1,344.340,0.470
14,2013-12-31,2,597.870,0.800
15,2013-06-30,2,204.110,0.580
16,2013-03-31,1,265.990,0.690
17,2012-12-31,1,434.980,1.160
18,2012-03-31,1,544.280,1.300
19,2011-12-31,2,"5,921.830",14.520
20,2011-06-30,3,"3,404.060",7.850
21,2011-03-31,2,"4,635.390",8.380
22,2010-12-31,1,487.500,0.830
