序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,38,"151,015.560",4.570
2,2017-09-30,33,"140,264.470",4.500
3,2017-06-30,206,"231,707.960",9.030
4,2017-03-31,19,"56,835.840",2.220
5,2016-12-31,119,"125,410.440",5.470
6,2016-09-30,14,"24,798.290",1.150
7,2016-06-30,144,"216,550.480",8.970
8,2016-03-31,17,"52,239.280",2.810
9,2015-12-31,95,"90,801.220",4.940
10,2015-09-30,5,"2,849.970",0.210
11,2015-06-30,80,"90,214.070",3.840
12,2015-03-31,1,"1,049.880",0.060
13,2014-12-31,97,"127,317.260",6.840
14,2014-09-30,8,"20,301.960",1.550
15,2014-06-30,59,"25,241.480",2.630
16,2014-03-31,1,210.260,0.020
17,2013-12-31,71,"30,106.370",2.670
18,2013-09-30,1,"4,077.070",0.450
19,2013-06-30,77,"70,842.190",6.740
20,2013-03-31,7,"42,869.780",3.260
21,2012-12-31,76,"130,846.440",7.580
22,2012-09-30,13,"89,851.280",4.850
23,2012-06-30,63,"225,602.990",10.160
24,2012-03-31,21,"173,426.520",8.420
25,2011-12-31,61,"256,535.890",12.700
26,2011-09-30,17,"147,213.860",7.310
27,2011-06-30,47,"187,664.910",10.050
28,2011-03-31,12,"122,846.520",7.030
29,2010-12-31,26,"177,990.340",9.440
30,2010-09-30,10,"98,874.890",6.930
31,2010-06-30,24,"75,799.650",7.630
32,2010-03-31,7,"44,472.020",4.850
33,2009-12-31,5,"28,753.290",3.600
34,2009-09-30,2,"9,090.930",1.870
35,2009-06-30,4,"5,528.270",2.920
36,2005-12-31,1,1.050,0.000
37,2005-06-30,1,0.920,0.000
38,2004-12-31,1,1.450,0.000
39,2004-06-30,1,53.480,0.080
40,2002-12-31,1,44.740,0.050
41,2002-06-30,3,283.290,0.240
