序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,14,"6,946.480",2.410
2,2017-03-31,1,"6,626.490",1.880
3,2016-12-31,13,"7,194.510",1.840
4,2016-09-30,4,"15,564.780",4.180
5,2016-06-30,46,"42,192.920",11.090
6,2016-03-31,6,"27,171.100",6.850
7,2015-12-31,47,"137,638.300",25.990
8,2015-09-30,6,"33,060.540",10.400
9,2015-06-30,41,"206,631.500",30.490
10,2015-03-31,5,"18,385.820",6.200
11,2014-12-31,11,"14,814.990",7.440
12,2014-09-30,1,"2,179.940",1.230
13,2014-06-30,5,"1,345.430",1.000
14,2013-12-31,1,102.990,0.090
15,2013-06-30,1,252.550,0.330
16,2012-12-31,3,"2,095.910",2.350
17,2012-06-30,2,506.800,0.770
18,2011-12-31,6,850.810,1.350
19,2011-09-30,1,549.000,0.740
20,2011-06-30,2,563.990,0.580
21,2010-12-31,10,"12,269.810",9.620
22,2010-09-30,4,"5,041.100",7.520
23,2010-06-30,5,"3,971.350",5.060
24,2009-12-31,22,"3,712.090",5.840
