序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,17,"24,983.180",2.920
2,2018-09-30,10,"17,765.740",2.930
3,2018-06-30,120,"85,594.900",12.100
4,2018-03-31,26,"51,838.630",6.200
5,2017-12-31,103,"81,776.320",11.170
6,2017-09-30,12,"36,343.510",4.480
7,2017-06-30,62,"73,271.220",10.110
8,2017-03-31,4,"14,848.310",2.200
9,2016-12-31,95,"120,002.220",14.800
10,2016-09-30,17,"54,906.930",8.390
11,2016-06-30,109,"129,502.370",17.000
12,2016-03-31,7,"19,178.680",2.760
13,2015-12-31,77,"150,782.080",15.260
14,2015-09-30,5,"16,551.030",3.540
15,2015-06-30,27,"30,284.770",5.280
16,2015-03-31,6,"20,262.680",4.730
17,2014-12-31,20,"25,331.680",9.210
18,2014-09-30,13,"26,631.590",8.380
19,2014-06-30,20,"13,477.890",5.710
20,2014-03-31,1,"1,657.200",0.970
21,2013-12-31,9,"3,858.470",2.230
22,2013-06-30,2,13.800,0.020
23,2012-09-30,1,499.560,1.120
24,2012-06-30,2,"1,058.360",1.930
25,2012-03-31,2,"1,457.310",2.380
26,2011-12-31,5,"4,052.740",6.120
27,2011-09-30,2,"3,725.230",4.290
28,2011-06-30,2,"6,053.530",10.550
29,2011-03-31,3,"6,267.320",11.870
30,2010-12-31,5,"8,468.180",13.810
31,2010-09-30,4,"3,641.740",7.730
