序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,103,"81,776.320",10.390
2,2017-09-30,12,"36,343.510",4.480
3,2017-06-30,62,"73,271.220",10.110
4,2017-03-31,4,"14,848.310",2.200
5,2016-12-31,95,"120,002.220",14.800
6,2016-09-30,17,"54,906.930",8.390
7,2016-06-30,109,"129,502.370",17.000
8,2016-03-31,7,"19,178.680",2.760
9,2015-12-31,77,"150,782.080",15.260
10,2015-09-30,5,"16,551.030",3.540
11,2015-06-30,27,"30,284.770",5.280
12,2015-03-31,6,"20,262.680",4.730
13,2014-12-31,20,"25,331.680",9.210
14,2014-09-30,13,"26,631.590",8.380
15,2014-06-30,20,"13,477.890",5.710
16,2014-03-31,1,"1,657.200",0.970
17,2013-12-31,9,"3,858.470",2.230
18,2013-06-30,2,13.800,0.020
19,2012-09-30,1,499.560,1.120
20,2012-06-30,2,"1,058.360",1.930
21,2012-03-31,2,"1,457.310",2.380
22,2011-12-31,5,"4,052.740",6.120
23,2011-09-30,2,"3,725.230",4.290
24,2011-06-30,2,"6,053.530",10.550
25,2011-03-31,3,"6,267.320",11.870
26,2010-12-31,5,"8,468.180",13.810
27,2010-09-30,4,"3,641.740",7.730
