序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,179,"516,183.760",2.560
2,2017-09-30,208,"406,425.590",2.650
3,2017-06-30,365,"374,390.840",2.560
4,2017-03-31,85,"163,645.240",1.890
5,2016-12-31,196,"228,286.860",3.080
6,2016-09-30,78,"102,426.820",1.710
7,2016-06-30,120,"94,082.520",1.610
8,2016-03-31,30,"61,766.880",0.960
9,2015-12-31,122,"135,954.180",1.860
10,2015-09-30,24,"42,769.510",0.620
11,2015-06-30,116,"122,288.000",0.950
12,2015-03-31,9,"43,599.610",0.840
13,2014-12-31,107,"170,324.610",3.970
14,2014-09-30,10,"28,545.330",0.910
15,2014-06-30,85,"139,258.050",5.000
16,2014-03-31,9,"48,044.950",1.660
17,2013-12-31,88,"125,078.100",4.300
18,2013-09-30,5,"92,430.340",3.370
19,2013-06-30,111,"313,629.360",10.930
20,2013-03-31,8,"58,261.100",1.880
21,2012-12-31,88,"230,471.340",7.850
22,2012-09-30,7,"76,404.100",3.090
23,2012-06-30,33,"107,426.650",4.350
24,2011-12-31,15,"7,471.010",0.380
25,2011-09-30,1,"2,651.100",0.150
26,2011-06-30,31,"42,220.530",1.830
27,2010-12-31,24,"24,522.960",1.100
28,2010-06-30,14,"6,136.670",0.310
29,2009-12-31,9,"4,737.410",0.280
30,2009-06-30,9,"7,555.880",0.610
31,2008-12-31,2,"1,592.660",0.240
32,2007-06-30,1,"1,253.230",0.170
33,2006-12-31,3,118.140,0.030
34,2006-06-30,4,311.890,0.070
35,2005-12-31,4,"1,680.310",0.580
36,2005-06-30,4,509.800,0.150
37,2004-12-31,7,"2,829.610",0.540
38,2004-06-30,15,"25,801.660",2.540
39,2004-03-31,1,"3,818.650",0.840
40,2003-12-31,5,"6,934.610",1.920
41,2003-06-30,7,"3,302.410",1.300
42,2002-12-31,5,"1,520.730",0.760
43,2002-06-30,7,"3,198.150",1.100
44,2001-12-31,3,800.070,0.280
45,2001-06-30,2,"2,248.960",0.480
46,2000-12-31,32,"28,146.960",8.000
