序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,1,194.990,0.090
2,2018-06-30,6,355.030,0.090
3,2017-12-31,1,163.950,0.040
4,2017-06-30,1,6.420,0.000
5,2016-06-30,1,295.670,0.090
6,2016-03-31,2,"2,403.500",0.480
7,2015-12-31,11,"8,220.150",1.420
8,2015-09-30,3,"5,882.660",1.420
9,2015-06-30,3,136.960,0.010
10,2014-12-31,1,63.910,0.010
11,2013-06-30,2,157.260,0.190
12,2013-03-31,1,83.370,0.100
13,2012-12-31,7,165.240,0.180
14,2012-06-30,9,584.650,0.450
15,2011-12-31,14,"2,346.050",1.550
16,2011-09-30,1,"4,124.880",2.500
17,2011-06-30,12,"13,017.430",6.850
18,2011-03-31,4,"13,214.210",6.140
19,2010-12-31,15,"47,227.680",19.050
20,2010-09-30,9,"65,550.270",24.220
21,2010-06-30,37,"81,581.860",33.350
22,2010-03-31,13,"18,521.710",7.420
