序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,1,"4,379.700",1.550
2,2017-12-31,5,"7,143.400",2.110
3,2017-09-30,1,"6,236.080",1.750
4,2017-06-30,22,"8,033.840",2.130
5,2017-03-31,4,"14,180.760",3.310
6,2016-12-31,34,"27,723.090",6.060
7,2016-09-30,6,"31,259.480",6.780
8,2016-06-30,69,"83,853.290",15.440
9,2016-03-31,23,"23,761.480",4.660
10,2015-12-31,17,"29,772.860",5.690
11,2015-09-30,4,"10,746.240",2.820
12,2015-06-30,8,"8,200.020",1.670
13,2015-03-31,3,"2,086.930",0.620
14,2014-12-31,6,"3,417.200",1.140
15,2014-09-30,2,"1,959.460",0.580
16,2014-06-30,8,"4,587.750",2.130
17,2014-03-31,1,521.860,0.310
18,2013-12-31,1,2.340,0.000
19,2013-06-30,2,14.130,0.040
20,2012-12-31,2,32.110,0.070
21,2012-06-30,3,275.780,0.590
22,2012-03-31,1,122.840,0.270
23,2011-12-31,3,230.360,0.580
24,2011-06-30,2,375.770,0.720
