序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,"6,236.080",1.750
2,2017-06-30,22,"8,033.840",2.130
3,2017-03-31,4,"14,180.760",3.310
4,2016-12-31,34,"27,723.090",6.060
5,2016-09-30,6,"31,259.480",6.780
6,2016-06-30,69,"83,853.290",15.440
7,2016-03-31,23,"23,761.480",4.660
8,2015-12-31,17,"29,772.860",5.690
9,2015-09-30,4,"10,746.240",2.820
10,2015-06-30,8,"8,200.020",1.670
11,2015-03-31,3,"2,086.930",0.620
12,2014-12-31,6,"3,417.200",1.140
13,2014-09-30,2,"1,959.460",0.580
14,2014-06-30,8,"4,587.750",2.130
15,2014-03-31,1,521.860,0.310
16,2013-12-31,1,2.340,0.000
17,2013-06-30,2,14.130,0.040
18,2012-12-31,2,32.110,0.070
19,2012-06-30,3,275.780,0.590
20,2012-03-31,1,122.840,0.270
21,2011-12-31,3,230.360,0.580
22,2011-06-30,2,375.770,0.720
