序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,2,66.470,0.010
2,2017-06-30,1,13.430,0.000
3,2017-03-31,4,"3,364.110",0.440
4,2016-12-31,14,"3,592.170",0.550
5,2016-06-30,8,"2,610.220",0.380
6,2015-12-31,33,"3,962.920",0.460
7,2015-09-30,3,"2,187.010",0.390
8,2015-06-30,26,"14,063.820",3.190
9,2015-03-31,3,"12,305.890",3.470
10,2014-12-31,32,"11,099.400",4.090
11,2014-09-30,14,"26,660.000",7.840
12,2014-06-30,31,"8,648.490",4.210
13,2014-03-31,3,"7,272.430",3.090
14,2013-12-31,22,"6,858.900",3.080
15,2013-06-30,19,"1,620.390",0.960
16,2013-03-31,2,"2,312.790",1.090
17,2012-12-31,13,"2,151.690",1.170
18,2012-09-30,3,"2,598.100",1.190
19,2012-06-30,10,"1,618.670",0.730
20,2011-12-31,7,"2,715.490",2.190
21,2011-09-30,3,"2,533.840",1.690
22,2011-06-30,4,"3,517.850",1.860
23,2010-12-31,3,769.230,0.510
24,2010-09-30,1,444.150,0.310
25,2010-06-30,3,884.970,0.830
26,2010-03-31,3,"1,768.770",1.070
27,2009-12-31,3,"4,746.260",2.890
28,2009-06-30,4,51.610,0.050
29,2009-03-31,1,423.640,0.460
30,2008-06-30,3,"3,000.230",3.570
31,2008-03-31,3,"8,575.220",5.620
32,2007-12-31,3,"11,035.730",4.330
33,2007-09-30,4,"34,018.250",11.980
34,2007-06-30,13,"33,399.950",13.100
35,2007-03-31,3,"19,425.110",11.810
36,2006-12-31,10,"17,116.340",18.020
37,2006-09-30,5,"19,679.480",18.150
38,2006-06-30,18,"32,497.950",32.400
39,2006-03-31,7,"7,143.690",12.520
40,2005-12-31,9,"8,926.190",17.810
41,2005-09-30,6,"8,314.740",16.440
42,2005-06-30,2,148.310,0.390
43,2004-12-31,1,7.800,0.020
44,2004-06-30,1,35.210,0.080
45,2003-06-30,1,478.480,0.850
46,2002-12-31,6,"1,927.300",2.820
47,2002-06-30,8,"5,553.610",6.630
48,2001-12-31,2,393.510,0.510
49,2001-06-30,1,943.890,1.010
50,2000-12-31,1,560.190,0.660
51,2000-06-30,1,751.500,1.000
