序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,3,"4,198.050",0.760
2,2017-12-31,44,"9,195.400",1.670
3,2017-09-30,1,"3,585.830",0.620
4,2017-06-30,49,"7,792.510",1.400
5,2017-03-31,3,"6,691.680",1.020
6,2016-12-31,38,"8,141.400",1.210
7,2016-09-30,1,"4,415.550",0.620
8,2016-06-30,62,"14,660.680",2.130
9,2016-03-31,1,"4,379.480",0.620
10,2015-12-31,59,"24,580.340",2.080
11,2015-09-30,2,"5,079.310",0.630
12,2015-06-30,48,"25,062.580",1.870
13,2015-03-31,3,"14,209.890",1.210
14,2014-12-31,47,"16,697.160",1.810
15,2014-09-30,12,"20,426.140",2.060
16,2014-06-30,80,"100,909.360",10.350
17,2014-03-31,6,"40,371.590",4.320
18,2013-12-31,71,"74,186.390",8.040
19,2013-09-30,4,"34,123.680",4.930
20,2013-06-30,139,"201,559.010",25.660
21,2013-03-31,6,"60,513.170",11.520
22,2012-12-31,34,"33,188.440",7.250
23,2012-09-30,4,"18,240.490",4.240
24,2012-06-30,28,"34,458.040",6.880
25,2012-03-31,3,"9,013.230",1.620
26,2011-12-31,20,"41,939.080",8.310
27,2011-09-30,4,"13,441.720",2.780
28,2011-06-30,8,"19,042.630",3.620
29,2011-03-31,4,"23,960.910",4.140
30,2010-12-31,4,"5,981.260",1.080
31,2010-09-30,2,"9,077.590",1.520
32,2010-06-30,12,"82,171.780",15.630
33,2010-03-31,7,"52,056.140",8.360
34,2009-12-31,6,"5,532.630",1.050
35,2009-09-30,1,"2,209.830",0.680
36,2009-06-30,3,"9,561.200",2.610
37,2009-03-31,4,"11,200.020",4.410
38,2008-12-31,1,715.800,0.790
39,2008-09-30,2,"1,922.480",3.610
40,2008-06-30,3,"3,227.100",4.350
41,2008-03-31,3,"6,387.520",4.310
42,2007-12-31,1,"2,494.750",1.470
43,2007-09-30,1,"1,435.840",1.450
44,2007-06-30,1,"1,377.120",2.610
45,2007-03-31,2,"3,950.460",6.960
46,2006-12-31,3,"3,649.450",10.590
47,2006-09-30,2,"3,138.420",11.160
48,2006-06-30,1,0.350,0.000
49,2005-12-31,1,0.290,0.000
50,2005-06-30,2,151.810,0.800
51,2005-03-31,2,653.690,2.250
52,2004-12-31,9,"4,751.220",13.370
53,2004-09-30,5,"6,653.770",14.800
54,2004-06-30,12,396.230,0.690
