序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,6,"29,916.930",4.090
2,2017-06-30,11,846.130,0.180
3,2016-12-31,4,443.910,0.070
4,2016-09-30,2,"5,399.370",1.020
5,2016-06-30,13,"21,294.490",4.440
6,2015-12-31,4,28.260,0.010
7,2015-06-30,3,186.770,0.030
8,2014-12-31,8,66.530,0.010
9,2014-06-30,11,104.530,0.030
10,2013-12-31,7,115.940,0.030
11,2013-09-30,1,29.500,0.010
12,2013-06-30,22,"2,401.200",0.780
13,2013-03-31,1,"1,269.860",0.460
14,2012-12-31,22,"4,900.230",1.920
15,2012-09-30,1,"3,300.000",1.290
16,2012-06-30,19,"7,671.050",2.590
17,2012-03-31,3,"6,215.540",1.870
18,2011-12-31,12,"8,223.150",2.380
19,2011-09-30,3,"16,394.650",3.400
20,2011-06-30,12,"18,608.780",3.560
21,2011-03-31,6,"31,476.910",15.840
22,2010-12-31,20,"46,357.230",24.220
23,2010-09-30,2,"1,664.590",0.910
24,2010-06-30,14,"4,050.840",3.060
25,2010-03-31,10,653.140,
