序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,8,583.500,0.180
2,2017-03-31,1,"3,622.520",0.850
3,2016-12-31,33,"15,343.720",3.510
4,2016-09-30,7,"3,865.410",0.790
5,2016-06-30,6,"2,193.250",0.530
6,2015-12-31,6,"2,337.470",0.470
7,2015-09-30,1,715.050,0.230
8,2015-06-30,5,"6,053.440",1.180
9,2014-12-31,1,"1,448.470",0.400
10,2014-06-30,5,48.150,0.020
11,2013-12-31,8,454.390,0.160
12,2013-06-30,7,347.510,0.120
13,2012-12-31,6,229.530,0.070
14,2012-06-30,8,411.560,0.090
15,2011-12-31,5,318.190,0.090
16,2011-06-30,1,272.960,0.030
17,2010-12-31,1,134.080,0.040
18,2006-12-31,1,0.580,0.000
19,2006-06-30,1,0.540,0.000
20,2005-12-31,1,0.280,0.000
21,2005-06-30,1,0.250,0.000
22,2004-12-31,1,1.550,0.000
23,2004-06-30,1,2.050,0.000
24,2000-09-30,1,"4,374.610",4.210
25,2000-06-30,1,"5,426.880",4.330
26,2000-03-31,1,"9,281.330",6.990
