序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,12,"3,480.370",0.430
2,2017-09-30,1,"4,623.890",0.500
3,2017-06-30,15,"7,972.360",0.810
4,2017-03-31,2,"10,856.240",0.900
5,2016-12-31,17,"14,702.800",1.150
6,2016-09-30,2,"12,516.020",0.910
7,2016-06-30,11,"2,123.290",0.130
8,2016-03-31,2,"11,959.590",0.570
9,2015-12-31,15,"24,268.900",0.960
10,2015-09-30,6,"12,945.940",0.770
11,2015-06-30,12,"16,221.990",1.410
12,2015-03-31,1,"5,562.680",0.550
13,2014-12-31,19,"21,969.050",2.450
14,2014-06-30,3,34.870,0.010
15,2014-03-31,1,"6,096.190",1.090
16,2013-12-31,1,"9,238.760",1.670
17,2013-09-30,1,"7,031.320",1.140
18,2012-12-31,2,7.510,0.000
19,2012-06-30,3,580.040,0.140
20,2011-12-31,4,896.320,0.190
21,2011-06-30,5,945.290,0.170
22,2010-12-31,3,918.390,0.150
23,2010-06-30,8,"10,214.340",1.850
24,2010-03-31,3,"24,273.150",2.410
25,2009-12-31,1,572.050,0.090
26,2009-06-30,3,"13,538.170",2.600
27,2009-03-31,1,"4,866.120",1.000
28,2008-12-31,2,"1,461.780",0.500
29,2008-06-30,4,"2,648.860",0.860
30,2007-12-31,2,"1,869.000",0.330
31,2007-09-30,1,"1,814.550",0.310
32,2007-06-30,3,"4,926.980",1.140
33,2007-03-31,1,"5,298.490",1.300
34,2006-12-31,3,"2,504.850",1.360
35,2006-06-30,2,231.110,0.130
36,2005-12-31,5,965.390,0.560
37,2005-06-30,3,"2,677.490",1.840
38,2005-03-31,2,"2,683.200",1.690
39,2004-12-31,1,117.760,0.070
40,2004-06-30,2,184.740,0.130
41,2002-12-31,2,351.380,0.170
42,2002-06-30,7,"2,231.500",0.930
