序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,54,"257,640.730",3.540
2,2017-09-30,63,"216,665.210",3.390
3,2017-06-30,275,"342,354.520",5.240
4,2017-03-31,68,"165,035.570",2.910
5,2016-12-31,152,"154,475.970",3.310
6,2016-09-30,37,"67,259.510",1.590
7,2016-06-30,107,"62,596.350",1.780
8,2016-03-31,12,"12,345.000",0.330
9,2015-12-31,120,"112,414.380",2.950
10,2015-09-30,2,"1,822.430",0.060
11,2015-06-30,95,"39,066.180",1.090
12,2015-03-31,10,"31,192.260",0.760
13,2014-12-31,108,"174,996.860",7.200
14,2014-09-30,25,"145,155.310",6.890
15,2014-06-30,107,"202,517.370",12.040
16,2014-03-31,19,"95,775.330",5.790
17,2013-12-31,93,"159,949.830",9.630
18,2013-09-30,9,"80,418.810",4.690
19,2013-06-30,83,"135,266.490",9.390
20,2013-03-31,13,"68,119.840",4.280
21,2012-12-31,89,"206,108.870",11.970
22,2012-09-30,8,"75,750.630",5.480
23,2012-06-30,79,"165,616.870",10.790
24,2012-03-31,7,"102,496.390",6.870
25,2011-12-31,71,"186,345.340",12.470
26,2011-09-30,9,"123,967.880",7.360
27,2011-06-30,82,"263,363.640",13.640
28,2011-03-31,12,"201,734.970",9.650
29,2010-12-31,77,"354,376.530",19.590
30,2010-09-30,14,"261,459.300",12.560
31,2010-06-30,87,"365,095.900",23.270
32,2010-03-31,12,"225,354.160",10.350
33,2009-12-31,140,"1,013,457.580",38.480
34,2009-09-30,19,"209,672.930",11.650
35,2009-06-30,87,"373,596.030",45.510
36,2009-03-31,11,"136,878.180",22.440
37,2008-12-31,75,"182,612.320",50.870
38,2008-09-30,13,"152,292.750",27.510
39,2008-06-30,69,"293,471.810",50.240
40,2008-03-31,17,"513,471.880",41.220
41,2007-12-31,76,"1,117,493.180",67.540
42,2007-09-30,15,"605,742.970",38.960
43,2007-06-30,71,"856,690.660",60.760
44,2007-03-31,14,"296,764.520",34.180
45,2006-12-31,49,"301,716.090",48.260
46,2006-09-30,11,"69,919.280",20.780
47,2006-06-30,40,"102,431.110",29.610
48,2006-03-31,11,"48,983.960",21.210
49,2005-12-31,45,"73,687.440",36.250
50,2005-09-30,13,"49,622.910",21.190
51,2005-06-30,64,"135,159.300",52.710
52,2005-03-31,19,"101,937.030",33.760
53,2004-12-31,50,"134,201.970",52.000
54,2004-09-30,15,"70,573.050",26.550
55,2004-06-30,33,"88,624.080",29.650
56,2004-03-31,8,"43,559.560",11.500
57,2003-12-31,37,"100,524.740",33.170
58,2003-09-30,11,"29,067.300",13.110
59,2003-06-30,7,"8,749.890",5.050
60,2003-03-31,1,"3,541.540",2.190
61,2002-12-31,3,"2,683.460",2.030
62,2002-06-30,3,"2,365.310",1.730
63,2000-06-30,1,"7,429.340",4.720
64,1999-12-31,1,231.390,0.330
65,1999-09-30,1,215.730,0.330
