序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-09-30,1,"1,411.480",1.160
2,2018-06-30,2,"2,466.030",1.680
3,2017-12-31,5,34.330,0.020
4,2017-06-30,3,"1,509.790",0.610
5,2017-03-31,2,"14,626.910",4.640
6,2016-12-31,8,"26,658.500",8.060
7,2016-09-30,6,"28,300.880",10.170
8,2016-06-30,26,"49,935.130",16.280
9,2016-03-31,7,"10,285.250",4.230
10,2015-12-31,29,"34,860.900",9.970
11,2015-09-30,1,"2,570.270",1.370
12,2015-06-30,8,"4,055.490",1.570
13,2015-03-31,4,"22,139.030",10.480
14,2014-12-31,22,"19,680.110",13.080
15,2014-09-30,4,"4,434.700",2.310
16,2014-06-30,2,"1,134.260",0.920
17,2013-12-31,2,"1,033.360",1.030
18,2013-06-30,1,308.430,1.010
19,2012-12-31,1,171.220,0.460
20,2010-12-31,1,"1,618.950",3.080
21,2010-09-30,1,299.260,0.720
