序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,57,"16,836.480",2.280
2,2017-09-30,2,"8,417.260",1.130
3,2017-06-30,76,"26,165.190",3.760
4,2017-03-31,2,"13,257.980",1.720
5,2016-12-31,91,"104,538.150",9.910
6,2016-09-30,9,"53,781.770",5.040
7,2016-06-30,121,"124,957.890",12.040
8,2016-03-31,15,"39,781.680",4.250
9,2015-12-31,122,"195,576.910",14.460
10,2015-09-30,6,"58,967.170",7.870
11,2015-06-30,60,"182,968.760",10.780
12,2015-03-31,7,"177,963.540",10.930
13,2014-12-31,52,"213,004.260",16.480
14,2014-09-30,13,"170,541.720",10.940
15,2014-06-30,47,"184,771.470",12.030
16,2014-03-31,14,"105,381.810",25.280
17,2013-12-31,37,"127,949.190",31.900
18,2013-09-30,7,"83,459.200",28.020
19,2013-06-30,14,"58,897.220",27.980
20,2013-03-31,7,"57,744.730",28.260
21,2012-12-31,10,"41,831.140",29.180
22,2012-09-30,6,"34,184.740",25.450
23,2012-06-30,13,"22,633.170",25.190
24,2012-03-31,1,"11,398.530",17.300
25,2011-12-31,6,"14,983.270",23.480
26,2011-09-30,4,"13,534.350",24.090
27,2011-06-30,6,"10,431.400",23.640
