序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,41,"22,737.390",1.020
2,2017-09-30,4,"18,603.100",0.660
3,2017-06-30,63,"45,777.730",1.610
4,2017-03-31,10,"20,358.070",0.620
5,2016-12-31,50,"40,372.590",1.410
6,2016-09-30,2,"18,309.410",0.690
7,2016-06-30,100,"44,437.640",2.010
8,2016-03-31,4,"20,027.940",0.820
9,2015-12-31,91,"62,444.430",2.100
10,2015-09-30,2,"21,496.730",0.810
11,2015-06-30,90,"74,118.540",1.660
12,2015-03-31,2,"13,770.930",0.390
13,2014-12-31,87,"131,546.070",3.890
14,2014-09-30,5,"17,879.010",0.870
15,2014-06-30,69,"41,637.830",2.680
16,2014-03-31,7,"20,539.180",1.260
17,2013-12-31,19,"3,445.840",0.240
18,2013-09-30,2,"10,507.030",0.690
19,2013-06-30,34,"9,120.140",0.680
20,2012-12-31,38,"16,739.890",3.280
21,2012-06-30,44,"27,893.360",4.780
22,2012-03-31,3,"18,465.650",3.310
23,2011-12-31,53,"34,326.490",6.320
24,2011-09-30,2,"19,048.800",2.490
25,2011-06-30,45,"43,536.550",4.870
26,2011-03-31,3,"15,297.900",1.420
27,2010-12-31,64,"184,639.330",17.880
28,2010-09-30,7,"128,879.460",13.790
29,2010-06-30,42,"110,059.670",12.980
30,2010-03-31,21,"70,006.370",10.900
