序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,9,"3,103.250",1.740
2,2018-06-30,1,1.220,0.000
3,2017-12-31,2,10.290,0.000
4,2017-06-30,1,"1,029.730",0.270
5,2017-03-31,3,271.100,0.100
6,2016-12-31,7,"1,330.730",0.510
7,2016-06-30,8,"2,298.940",0.910
8,2015-12-31,10,"3,848.010",1.300
9,2015-06-30,9,"3,404.570",1.230
10,2015-03-31,3,"11,886.500",4.380
11,2014-12-31,20,"23,540.290",11.670
12,2014-06-30,2,38.890,0.040
13,2013-06-30,3,250.940,0.340
14,2012-12-31,1,112.600,0.130
15,2012-06-30,2,23.460,0.030
16,2011-09-30,1,914.930,1.000
17,2011-06-30,3,"2,353.670",1.980
18,2010-12-31,10,"10,800.150",9.890
19,2010-06-30,1,78.170,0.150
20,2009-12-31,2,217.510,0.320
21,2009-09-30,2,187.780,0.390
