序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,2,148.490,0.030
2,2017-06-30,6,316.030,0.090
3,2016-12-31,13,"1,755.240",0.420
4,2016-09-30,2,"7,377.870",1.600
5,2016-06-30,2,314.780,0.060
6,2016-03-31,1,"1,029.780",0.240
7,2015-12-31,8,"2,809.610",0.650
8,2015-09-30,3,577.280,0.180
9,2015-06-30,33,"6,233.790",1.070
10,2015-03-31,2,"6,905.510",1.470
11,2014-12-31,27,"1,654.900",0.430
12,2014-06-30,23,"1,521.280",0.440
13,2014-03-31,1,502.890,0.140
14,2013-12-31,21,"1,632.440",0.440
15,2013-06-30,24,"6,959.340",1.860
16,2013-03-31,4,"6,125.340",1.530
17,2012-12-31,22,"5,052.990",1.300
18,2012-09-30,2,"3,849.350",1.130
19,2012-06-30,18,"4,704.400",1.470
20,2012-03-31,3,"1,489.040",0.480
21,2011-12-31,7,"2,044.520",0.650
22,2011-09-30,2,"2,165.920",1.000
23,2011-06-30,4,954.420,0.460
24,2010-12-31,3,"1,223.050",0.440
25,2010-09-30,1,596.550,0.270
26,2010-06-30,3,"1,173.040",0.720
27,2010-03-31,2,"1,910.490",0.860
28,2009-12-31,2,"1,599.350",0.630
29,2009-09-30,1,"2,478.380",1.830
30,2009-06-30,2,"1,641.180",1.020
31,2007-06-30,2,39.450,0.030
32,2007-03-31,1,334.660,0.230
33,2006-12-31,4,96.910,0.110
34,2006-06-30,5,301.510,0.310
35,2005-12-31,4,456.170,0.620
36,2005-09-30,1,301.070,0.330
37,2005-06-30,3,650.500,0.830
38,2005-03-31,4,"4,782.380",4.490
39,2004-12-31,9,"17,379.920",14.110
40,2004-09-30,8,"29,524.620",21.030
41,2004-06-30,11,"26,554.470",21.270
42,2004-03-31,1,"5,267.330",3.210
43,2003-12-31,2,"3,686.820",2.830
44,2002-12-31,2,418.320,0.570
45,2002-06-30,3,"2,094.040",1.810
46,2001-06-30,2,"1,028.550",0.940
47,2000-12-31,7,709.850,0.740
