序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,5,18.800,0.010
2,2018-06-30,4,89.560,0.030
3,2017-12-31,9,533.180,0.130
4,2017-06-30,9,96.270,0.020
5,2016-12-31,9,277.760,0.070
6,2016-09-30,1,"1,303.810",0.270
7,2016-06-30,9,"5,016.350",0.840
8,2016-03-31,3,"8,162.620",2.000
9,2015-12-31,4,"3,983.390",0.790
10,2015-06-30,2,170.410,0.040
11,2014-12-31,1,121.280,0.050
12,2014-09-30,2,"3,090.370",1.020
13,2014-06-30,1,219.250,0.090
14,2013-06-30,5,96.140,0.040
15,2012-12-31,8,497.850,0.170
16,2012-06-30,7,275.700,0.080
17,2011-12-31,4,292.400,0.090
18,2011-09-30,1,"4,640.310",1.130
19,2011-06-30,1,195.140,0.040
20,2010-12-31,1,930.860,0.190
21,2009-06-30,1,216.650,0.210
22,2006-12-31,2,"2,069.340",2.260
23,2006-06-30,1,0.030,0.000
24,2005-12-31,1,0.020,0.000
25,2005-06-30,1,0.030,0.000
26,2004-12-31,1,0.040,0.000
27,2004-06-30,2,70.440,0.090
28,2002-06-30,2,242.230,0.240
