序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,24,"27,717.810",2.730
2,2017-12-31,98,"70,740.030",8.610
3,2017-09-30,15,"120,467.500",17.970
4,2017-06-30,117,"301,685.820",37.510
5,2017-03-31,27,"220,282.950",26.960
6,2016-12-31,113,"294,544.970",29.720
7,2016-09-30,35,"274,135.320",29.450
8,2016-06-30,144,"409,074.460",44.040
9,2016-03-31,46,"398,103.110",34.830
10,2015-12-31,149,"587,216.250",56.250
11,2015-09-30,47,"287,581.590",34.270
12,2015-06-30,61,"297,827.690",34.810
13,2015-03-31,15,"181,577.000",21.240
14,2014-12-31,30,"85,872.380",37.540
15,2014-09-30,11,"107,307.260",36.130
16,2014-06-30,38,"117,062.370",47.060
17,2014-03-31,11,"78,088.510",39.770
