序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,5,322.700,0.080
2,2017-03-31,1,"9,870.000",1.890
3,2016-12-31,19,"19,290.550",2.960
4,2016-09-30,3,593.460,0.090
5,2016-06-30,13,"12,875.090",1.960
6,2016-03-31,3,"20,572.310",2.440
7,2015-12-31,8,"32,264.440",3.780
8,2015-09-30,4,"25,834.020",4.840
9,2015-06-30,10,"45,652.940",6.110
10,2015-03-31,1,"1,851.920",0.450
11,2014-12-31,1,196.830,0.080
12,2012-06-30,1,64.450,0.030
13,2011-12-31,1,53.270,0.030
14,2010-12-31,1,303.000,0.160
15,2009-12-31,1,"1,441.710",0.910
16,2009-09-30,1,"1,183.490",0.910
17,2009-06-30,5,"13,261.220",10.750
18,2009-03-31,3,"13,908.360",11.740
19,2008-12-31,4,"5,932.170",9.400
20,2008-09-30,5,"19,451.330",19.330
21,2008-06-30,7,"15,643.980",16.430
22,2008-03-31,3,"20,490.360",11.730
23,2007-12-31,1,355.760,0.150
24,2007-09-30,3,"30,554.180",12.910
25,2007-06-30,8,"29,234.280",18.570
26,2007-03-31,6,"30,454.960",19.770
27,2006-12-31,2,"3,752.430",4.290
28,2006-09-30,3,"4,018.940",5.670
29,2006-06-30,4,"4,014.170",5.860
30,2005-12-31,1,0.260,0.000
31,2005-06-30,1,0.230,0.000
32,2004-12-31,2,"1,201.180",2.860
33,2004-06-30,1,0.280,0.000
34,2003-06-30,1,589.760,1.170
35,2002-12-31,3,"1,235.620",2.470
36,2002-06-30,4,405.100,0.590
37,2000-12-31,2,"1,565.580",1.740
38,2000-06-30,1,585.400,0.920
