序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,3,73.320,0.030
2,2017-06-30,2,"1,790.370",0.480
3,2017-03-31,1,"1,160.200",0.290
4,2016-12-31,7,"6,310.100",1.820
5,2016-09-30,6,"10,991.960",3.260
6,2016-06-30,11,"16,429.230",5.140
7,2016-03-31,10,"19,470.990",6.480
8,2015-12-31,26,"31,477.770",7.580
9,2015-09-30,2,"5,234.170",2.060
10,2015-06-30,3,"1,257.940",0.320
11,2014-12-31,1,3.410,0.000
12,2014-06-30,1,3.060,0.000
13,2013-12-31,1,3.140,0.000
14,2013-06-30,1,4.980,0.010
15,2012-12-31,4,108.570,0.200
16,2012-09-30,1,249.820,0.370
17,2012-06-30,2,16.460,0.020
18,2011-12-31,4,"1,593.300",2.790
19,2011-06-30,1,95.280,0.130
20,2010-12-31,2,"5,836.820",7.160
