序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,11,478.730,0.220
2,2018-06-30,2,42.710,0.020
3,2017-12-31,7,756.610,0.250
4,2017-06-30,12,"6,370.660",2.000
5,2017-03-31,2,"7,887.610",2.050
6,2016-12-31,21,"5,960.580",1.530
7,2016-06-30,4,205.310,0.050
8,2015-12-31,4,53.400,0.010
9,2015-06-30,7,"6,738.550",1.560
10,2014-12-31,6,333.610,0.110
11,2014-09-30,1,"1,682.590",0.580
12,2014-06-30,8,148.080,0.060
13,2013-12-31,7,182.000,0.060
14,2013-06-30,6,"1,203.320",0.400
15,2013-03-31,4,"17,537.690",5.740
16,2012-12-31,10,"13,700.100",4.550
17,2012-09-30,5,"24,810.920",7.920
18,2012-06-30,12,"23,314.020",6.640
19,2012-03-31,3,"4,304.260",1.150
20,2011-12-31,7,"11,718.220",4.060
21,2011-09-30,5,"38,191.460",9.220
22,2011-06-30,11,"62,255.080",11.520
23,2011-03-31,6,"44,082.780",7.990
24,2010-12-31,4,"21,418.180",4.970
25,2009-12-31,1,442.930,0.190
26,2009-06-30,2,"1,022.650",0.580
27,2009-03-31,1,831.480,0.580
28,2008-12-31,3,"3,671.910",3.320
29,2008-09-30,3,"2,998.000",2.730
30,2006-12-31,1,30.870,0.040
31,2006-06-30,2,659.660,0.790
32,2005-12-31,1,34.330,0.060
33,2005-06-30,1,41.770,0.060
34,2004-12-31,1,54.830,0.060
35,2004-06-30,1,68.250,0.060
36,2003-06-30,3,"4,013.840",3.430
37,2002-12-31,3,"1,463.420",1.480
38,2002-06-30,2,480.690,0.390
39,2001-12-31,2,201.710,0.150
40,2001-06-30,1,566.820,0.450
41,2000-06-30,1,22.180,0.020
