序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,34,"18,892.190",0.980
2,2017-12-31,86,"28,003.760",1.910
3,2017-09-30,30,"20,469.620",1.040
4,2017-06-30,84,"26,426.880",1.910
5,2017-03-31,2,"25,197.590",1.800
6,2016-12-31,65,"62,895.800",4.700
7,2016-09-30,8,"57,999.090",4.010
8,2016-06-30,94,"148,759.690",8.620
9,2016-03-31,6,"45,380.860",5.080
10,2015-12-31,45,"108,660.190",7.930
11,2015-09-30,7,"3,686.300",0.570
12,2015-06-30,28,"49,781.420",4.030
13,2015-03-31,3,"13,516.280",2.030
14,2014-12-31,8,"2,107.980",0.600
15,2014-06-30,5,"4,075.660",1.920
16,2014-03-31,1,"3,152.400",1.480
17,2013-12-31,10,"4,212.030",2.090
18,2013-06-30,3,18.510,0.010
19,2012-12-31,3,23.480,0.010
20,2012-06-30,4,842.180,0.400
21,2011-12-31,2,172.210,0.090
22,2010-12-31,1,"1,127.000",0.520
23,2010-09-30,1,"2,925.320",1.300
24,2010-06-30,3,"12,203.830",6.590
25,2010-03-31,5,"15,805.250",6.900
26,2008-03-31,1,"1,962.750",1.560
27,2007-12-31,1,"2,166.690",1.560
28,2007-09-30,1,"8,491.530",5.920
29,2007-06-30,1,"5,686.240",5.670
30,2006-12-31,1,16.420,0.040
31,2006-06-30,1,24.840,0.070
32,2005-12-31,1,18.590,0.070
33,2005-06-30,1,20.330,0.070
34,2004-12-31,1,21.370,0.070
35,2004-06-30,1,26.540,0.070
36,2002-12-31,3,858.680,1.640
37,2002-06-30,3,902.730,1.250
