序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,25,"13,131.430",4.540
2,2016-12-31,24,"5,245.300",1.560
3,2016-09-30,6,"6,937.660",1.910
4,2016-06-30,74,"81,504.890",24.050
5,2016-03-31,16,"36,771.030",14.370
6,2015-12-31,31,"46,664.350",15.930
7,2015-09-30,13,"25,924.170",12.190
8,2015-06-30,11,"11,097.590",4.980
9,2015-03-31,3,"11,032.250",6.340
10,2014-12-31,10,"16,548.080",12.070
11,2014-09-30,8,"36,469.980",20.130
12,2014-06-30,2,133.120,0.130
13,2013-12-31,1,12.620,0.020
14,2013-06-30,2,122.720,0.180
15,2012-12-31,2,70.970,0.080
16,2012-06-30,1,0.580,0.000
17,2011-06-30,1,170.310,0.130
18,2008-12-31,1,8.400,0.050
19,2008-06-30,3,36.960,0.160
20,2007-12-31,108,"2,640.990",6.770
