序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,4,92.000,0.040
2,2017-06-30,5,237.030,0.070
3,2016-12-31,9,"2,563.630",0.490
4,2016-06-30,7,"4,135.510",1.190
5,2016-03-31,2,"8,236.660",2.130
6,2015-12-31,6,"20,615.130",4.550
7,2015-09-30,7,"31,327.540",10.560
8,2015-06-30,14,"63,956.550",12.570
9,2015-03-31,5,"33,669.420",7.350
10,2014-12-31,19,"33,117.370",9.790
11,2014-09-30,2,"8,463.680",2.110
12,2013-12-31,1,128.860,0.080
13,2012-12-31,2,"2,551.000",1.380
14,2012-09-30,2,"6,855.670",3.370
15,2012-06-30,4,"6,004.570",2.950
16,2012-03-31,3,"7,774.620",3.940
17,2011-12-31,7,"19,302.370",9.440
18,2011-09-30,5,"22,733.450",9.190
19,2011-06-30,9,"50,095.950",18.030
20,2011-03-31,6,"46,749.400",18.110
21,2010-12-31,1,300.630,0.170
22,2010-09-30,3,"4,672.190",2.160
23,2010-06-30,9,"6,953.930",4.930
24,2010-03-31,5,"28,213.580",11.160
25,2009-12-31,8,"20,994.830",9.890
26,2009-09-30,4,"10,985.130",6.540
27,2009-06-30,6,"7,436.160",4.230
28,2009-03-31,4,"8,224.960",6.220
29,2008-12-31,10,"8,270.250",9.010
30,2008-09-30,5,"12,658.860",10.750
31,2008-06-30,23,"59,233.760",31.760
32,2008-03-31,8,"56,751.980",22.200
33,2007-12-31,7,"13,872.690",5.720
34,2007-09-30,3,"27,060.550",8.640
35,2007-06-30,6,"14,129.600",7.370
36,2007-03-31,4,"12,269.450",10.790
37,2006-12-31,2,"1,520.760",2.610
38,2006-09-30,1,"2,260.960",3.990
39,2006-06-30,4,"1,304.780",2.640
40,2005-12-31,5,"1,498.370",5.310
41,2005-09-30,1,"1,826.070",5.640
42,2005-06-30,1,24.470,0.090
43,2005-03-31,1,61.400,0.220
44,2004-12-31,3,992.880,3.010
45,2004-09-30,4,"1,410.810",3.810
46,2004-06-30,17,462.100,0.950
