序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,1,32.830,0.000
2,2017-12-31,98,"30,552.270",0.470
3,2017-09-30,6,"1,194.050",0.020
4,2017-06-30,46,"30,210.230",0.500
5,2017-03-31,12,"11,061.660",0.190
6,2016-12-31,23,"7,976.840",0.160
7,2016-09-30,1,287.800,0.010
8,2016-06-30,62,"14,177.190",0.270
9,2016-03-31,1,212.960,0.000
10,2015-12-31,67,"30,952.550",0.450
11,2015-09-30,1,40.900,0.000
12,2015-06-30,67,"31,954.880",0.300
13,2015-03-31,4,488.790,0.010
14,2014-12-31,33,"13,123.640",0.140
15,2014-09-30,3,171.170,0.000
16,2014-06-30,62,"35,514.800",0.750
17,2014-03-31,5,"3,658.870",0.070
18,2013-12-31,75,"57,506.550",1.030
19,2013-09-30,2,173.550,0.000
20,2013-06-30,61,"97,274.750",1.430
21,2013-03-31,3,765.310,0.010
22,2012-12-31,41,"22,291.410",0.420
23,2012-09-30,3,"6,194.570",0.110
24,2012-06-30,61,"83,246.130",1.120
25,2012-03-31,4,"2,707.840",0.040
26,2011-12-31,52,"57,735.060",0.910
27,2011-06-30,21,"44,717.400",0.650
28,2010-12-31,25,"7,406.700",0.100
29,2010-06-30,39,"31,480.220",0.390
30,2010-03-31,1,"8,357.380",0.080
31,2009-12-31,31,"22,431.960",0.210
32,2009-06-30,18,"11,434.440",0.180
33,2008-12-31,14,"13,569.930",0.270
34,2008-09-30,1,"4,868.070",0.090
35,2008-06-30,13,"20,543.830",0.250
36,2008-03-31,2,"7,844.320",0.080
37,2007-12-31,9,"40,062.490",0.250
38,2007-09-30,2,"15,580.050",0.200
39,2007-06-30,3,"9,017.460",0.140
40,2006-12-31,44,"22,887.440",1.350
