序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,"1,430.000",0.390
2,2016-12-31,7,730.440,0.190
3,2016-09-30,1,91.390,0.030
4,2016-06-30,5,393.650,0.120
5,2016-03-31,1,"2,109.960",0.690
6,2015-12-31,2,"1,705.280",0.430
7,2015-06-30,4,"6,715.590",1.200
8,2015-03-31,1,"1,287.410",0.300
9,2011-12-31,2,"1,173.250",0.490
10,2011-09-30,1,"1,824.890",0.440
11,2011-06-30,4,"3,639.110",0.740
12,2010-12-31,4,"4,762.790",0.790
13,2010-09-30,1,"1,474.590",0.350
14,2010-06-30,4,"2,698.250",0.840
15,2009-12-31,3,"3,310.660",0.580
16,2009-09-30,1,"2,291.910",1.360
17,2009-06-30,3,"5,703.940",3.230
18,2008-03-31,1,848.920,0.530
19,2007-12-31,1,"2,567.500",1.320
20,2007-09-30,3,"14,971.130",7.660
21,2007-03-31,1,"1,449.980",1.390
22,2006-12-31,1,40.230,0.060
23,2006-09-30,1,"1,230.240",2.510
24,2006-06-30,2,982.870,2.010
25,2005-12-31,1,42.030,0.110
26,2005-06-30,1,39.380,0.110
27,2004-12-31,1,51.100,0.110
28,2004-06-30,1,54.530,0.110
29,2003-12-31,1,94.430,0.150
30,2002-06-30,3,450.220,0.460
31,2001-12-31,1,471.730,0.480
32,2000-12-31,5,"3,596.240",2.590
33,2000-09-30,1,3.850,
