序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,79,"38,232.800",3.400
2,2017-09-30,2,"9,180.770",0.790
3,2017-06-30,106,"50,307.570",4.380
4,2017-03-31,15,"36,794.910",2.490
5,2016-12-31,151,"110,360.090",7.100
6,2016-09-30,44,"66,540.660",4.360
7,2016-06-30,102,"83,281.640",6.200
8,2016-03-31,18,"60,816.690",3.930
9,2015-12-31,142,"248,085.480",13.840
10,2015-09-30,26,"65,139.840",5.910
11,2015-06-30,116,"173,203.620",12.830
12,2015-03-31,9,"43,276.090",3.770
13,2014-12-31,73,"53,386.450",8.050
14,2014-09-30,12,"84,288.080",11.410
15,2014-06-30,103,"197,972.070",30.280
16,2014-03-31,22,"140,092.360",21.600
17,2013-12-31,59,"132,567.360",23.230
18,2013-09-30,8,"33,616.680",14.390
19,2013-06-30,34,"42,733.980",19.770
20,2013-03-31,7,"29,041.970",13.410
21,2012-12-31,10,"12,416.670",6.470
22,2012-09-30,11,"14,548.680",
