序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,12,"5,881.940",1.120
2,2017-09-30,1,470.610,0.080
3,2017-06-30,59,"38,228.480",6.450
4,2017-03-31,5,"8,924.670",1.620
5,2016-12-31,51,"44,150.490",7.660
6,2016-09-30,2,"5,931.030",1.100
7,2016-06-30,49,"30,511.620",5.670
8,2016-03-31,6,"17,596.160",4.070
9,2015-12-31,34,"59,149.530",9.350
10,2015-09-30,6,"10,893.080",3.400
11,2015-06-30,26,"51,346.550",8.890
12,2015-03-31,2,"20,670.420",3.940
13,2014-12-31,15,"30,254.210",9.960
14,2014-09-30,10,"52,501.550",12.480
15,2014-06-30,12,"14,899.090",6.290
16,2014-03-31,1,241.380,0.120
17,2013-12-31,2,6.840,0.000
18,2013-06-30,6,44.810,0.030
19,2012-12-31,9,821.260,0.600
20,2012-06-30,7,401.390,0.250
21,2012-03-31,1,3.540,0.000
22,2011-12-31,3,628.690,0.420
23,2011-06-30,2,111.050,0.050
24,2010-03-31,1,840.000,0.450
25,2009-12-31,1,803.400,0.450
26,2008-03-31,2,"1,398.570",2.550
27,2007-12-31,2,"2,450.130",3.530
28,2007-09-30,1,"3,289.640",7.830
29,2007-06-30,1,68.160,0.200
30,2006-12-31,26,"1,368.700",5.220
