序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,2,274.830,0.070
2,2017-12-31,6,424.730,0.110
3,2017-06-30,6,390.420,0.090
4,2016-12-31,7,"1,517.160",0.310
5,2016-06-30,5,"18,547.470",3.130
6,2012-06-30,1,"3,328.000",2.160
7,2012-03-31,1,"3,104.000",2.160
8,2011-12-31,1,"3,160.000",2.160
9,2011-09-30,2,"7,905.020",4.140
10,2011-06-30,1,"5,988.980",2.860
11,2011-03-31,5,"22,818.560",7.030
12,2010-12-31,1,"5,393.000",2.250
13,2010-09-30,1,"3,020.210",1.560
14,2010-06-30,2,"5,844.980",3.030
15,2008-03-31,1,"1,778.930",1.250
16,2007-03-31,2,"2,388.690",1.560
17,2006-12-31,4,"10,451.720",11.470
18,2006-09-30,4,"14,400.540",13.040
19,2006-06-30,3,"4,509.300",5.580
20,2006-03-31,2,"2,422.460",3.980
21,2005-12-31,4,"4,126.300",6.770
22,2005-09-30,4,"6,384.330",10.920
23,2004-06-30,2,"1,662.250",2.080
