序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,8,"2,130.370",0.630
2,2017-03-31,3,"8,590.110",2.120
3,2016-12-31,6,235.730,0.050
4,2016-06-30,5,34.610,0.010
5,2016-03-31,1,"1,101.390",0.250
6,2015-12-31,7,"1,653.120",0.280
7,2015-06-30,7,"4,035.500",0.550
8,2014-12-31,2,230.320,0.050
9,2014-09-30,2,"2,108.900",0.820
10,2014-06-30,3,"1,223.310",0.540
11,2014-03-31,1,463.450,0.230
12,2013-06-30,1,8.710,0.020
13,2012-06-30,1,"1,047.000",2.060
14,2012-03-31,1,"1,108.000",2.070
15,2011-12-31,3,"1,606.880",3.460
16,2011-09-30,1,"1,817.210",3.060
17,2011-06-30,2,"2,288.590",3.250
18,2011-03-31,1,"2,180.970",2.580
19,2010-12-31,2,"4,066.350",4.790
20,2010-09-30,2,"3,839.960",4.730
21,2010-06-30,5,"2,182.460",2.770
22,2010-03-31,3,"1,011.760",1.100
