序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,5,69.880,0.010
2,2017-09-30,1,"2,242.440",0.340
3,2017-06-30,30,"3,405.570",0.550
4,2017-03-31,2,"6,118.900",0.860
5,2016-12-31,41,"5,741.690",0.770
6,2016-09-30,1,"3,391.940",0.430
7,2016-06-30,42,"7,551.830",0.990
8,2016-03-31,2,"6,265.950",0.790
9,2015-12-31,50,"11,457.370",1.020
10,2015-06-30,41,"17,228.790",1.160
11,2015-03-31,5,"11,749.520",1.720
12,2014-12-31,40,"18,060.570",2.650
13,2014-09-30,3,"6,384.020",1.100
14,2014-06-30,26,"4,309.710",0.950
15,2014-03-31,2,"3,872.150",0.830
16,2013-12-31,31,"17,512.040",3.520
17,2013-09-30,4,"22,346.920",4.260
18,2013-06-30,29,"27,750.620",6.810
19,2013-03-31,3,"27,500.880",6.240
20,2012-12-31,42,"39,416.990",8.070
21,2012-09-30,3,"23,086.260",6.090
22,2012-06-30,54,"72,329.200",16.580
23,2012-03-31,9,"55,011.610",12.750
24,2011-12-31,30,"46,745.430",12.260
25,2011-09-30,5,"33,471.030",7.690
26,2011-06-30,18,"50,394.360",9.590
27,2011-03-31,6,"35,200.740",6.830
28,2010-12-31,23,"64,620.070",12.710
29,2010-09-30,4,"18,063.230",4.000
30,2010-06-30,33,"33,491.110",8.950
31,2010-03-31,6,"25,524.100",4.490
32,2009-12-31,23,"68,263.660",12.470
33,2009-09-30,6,"34,498.860",7.980
34,2009-06-30,29,"192,719.040",34.670
35,2009-03-31,8,"75,093.240",20.030
36,2008-12-31,20,"51,461.880",26.480
37,2008-09-30,8,"31,681.020",17.430
38,2008-06-30,18,"48,961.700",22.450
39,2008-03-31,10,"89,655.880",19.670
40,2007-12-31,17,"112,768.450",22.520
41,2007-09-30,7,"77,791.600",17.420
42,2007-06-30,19,"80,047.100",27.170
43,2007-03-31,1,"4,497.850",2.180
44,2006-12-31,13,"26,653.820",17.950
45,2006-09-30,9,"15,919.040",13.100
46,2006-06-30,14,"18,004.410",19.750
47,2006-03-31,5,"7,087.790",8.820
48,2005-12-31,2,431.930,0.960
49,2005-06-30,1,0.060,0.000
50,2004-12-31,1,0.100,0.000
51,2004-09-30,1,643.860,0.700
52,2004-06-30,4,"1,520.260",2.320
53,2002-06-30,3,411.150,0.560
