序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,2,"2,001.110",0.660
2,2017-06-30,4,225.060,0.060
3,2016-12-31,5,"1,393.070",0.340
4,2016-06-30,2,156.010,0.040
5,2016-03-31,1,949.230,0.220
6,2015-12-31,1,219.600,0.040
7,2013-12-31,2,"1,689.130",0.640
8,2013-06-30,10,958.910,0.340
9,2012-12-31,12,"4,670.660",1.700
10,2012-09-30,1,497.270,0.220
11,2012-06-30,8,"1,539.330",0.420
12,2012-03-31,1,"10,734.640",2.230
13,2011-12-31,4,"1,498.690",0.370
14,2011-09-30,1,"2,102.680",0.480
15,2011-06-30,6,"2,881.720",0.830
16,2011-03-31,3,"10,919.660",2.760
17,2010-12-31,6,"9,287.040",2.830
18,2010-09-30,1,622.640,0.190
19,2010-06-30,6,"4,635.620",1.680
20,2010-03-31,1,871.910,0.220
21,2009-12-31,5,"4,037.630",1.110
22,2009-09-30,4,"11,010.140",3.710
23,2006-12-31,1,22.920,0.060
24,2006-06-30,2,"1,000.720",2.280
25,2005-12-31,1,31.670,0.120
26,2005-06-30,1,32.660,0.120
27,2004-12-31,1,40.300,0.120
28,2004-06-30,1,141.210,0.370
29,2003-12-31,1,185.940,0.420
30,2003-06-30,1,72.360,0.130
31,2002-12-31,4,811.830,1.300
32,2002-06-30,8,"2,372.270",2.880
33,2001-12-31,1,"3,672.050",4.400
34,2001-09-30,1,"4,561.790",4.550
35,2001-06-30,2,"6,438.040",4.950
36,2001-03-31,1,"5,606.280",4.390
37,2000-12-31,1,"5,516.040",4.720
