序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,3,182.220,0.060
2,2017-06-30,4,57.590,0.010
3,2016-12-31,10,"3,697.560",0.680
4,2016-06-30,8,"2,937.150",0.520
5,2015-12-31,6,"7,632.940",0.900
6,2015-09-30,1,"3,417.690",0.390
7,2015-06-30,1,"4,370.290",0.390
8,2013-06-30,1,18.580,0.010
9,2012-12-31,2,20.530,0.010
10,2012-06-30,2,62.990,0.020
11,2011-12-31,2,"2,189.740",0.690
12,2011-09-30,2,"3,450.990",0.940
13,2011-06-30,5,"14,608.060",2.920
14,2011-03-31,3,"16,656.980",3.240
15,2010-12-31,1,0.350,0.000
16,2010-06-30,1,"1,023.700",0.290
17,2010-03-31,3,"11,763.360",2.120
18,2009-12-31,7,"38,391.870",7.610
19,2009-03-31,1,"1,695.000",0.610
20,2008-12-31,1,37.630,0.020
21,2008-09-30,1,314.600,0.150
22,2008-06-30,2,648.240,0.210
23,2008-03-31,2,"5,165.810",1.210
24,2007-12-31,1,732.840,0.180
25,2007-06-30,1,41.910,0.010
26,2006-12-31,2,70.260,0.050
27,2006-06-30,3,362.320,0.340
28,2006-03-31,1,483.790,0.590
29,2005-12-31,2,166.350,0.240
30,2005-06-30,2,189.470,0.240
31,2004-12-31,2,202.490,0.240
32,2004-09-30,1,621.050,0.540
33,2004-06-30,3,"1,030.510",0.810
34,2003-12-31,3,"1,895.430",0.970
35,2003-06-30,1,193.440,0.080
36,2002-12-31,1,107.970,0.050
37,2002-06-30,3,"3,030.260",0.920
38,2001-12-31,2,"2,726.790",0.800
39,2001-06-30,3,"9,147.430",2.310
40,2001-03-31,1,"1,248.960",0.430
