序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,335,"1,441,861.520",5.120
2,2018-12-31,772,"1,533,031.780",7.200
3,2018-09-30,526,"1,707,483.760",7.110
4,2018-06-30,1026,"2,608,773.680",9.270
5,2018-03-31,504,"2,136,642.670",7.630
6,2017-12-31,957,"2,484,667.440",9.520
7,2017-09-30,423,"1,600,258.100",7.070
8,2017-06-30,876,"2,606,323.320",10.600
9,2017-03-31,438,"1,459,726.580",7.710
10,2016-12-31,457,"1,021,975.680",6.950
11,2016-09-30,217,"795,302.180",5.990
12,2016-06-30,272,"682,698.020",5.330
13,2016-03-31,113,"415,821.470",3.460
14,2015-12-31,261,"728,650.590",5.460
15,2015-09-30,64,"222,650.400",2.300
16,2015-06-30,214,"744,972.820",3.900
17,2015-03-31,90,"787,149.110",6.020
18,2014-12-31,270,"1,384,487.660",12.490
19,2014-09-30,98,"782,265.330",9.450
20,2014-06-30,267,"1,406,341.960",15.990
21,2014-03-31,141,"1,080,759.950",12.930
22,2013-12-31,325,"2,329,861.010",23.890
23,2013-09-30,128,"1,399,087.420",17.640
24,2013-06-30,280,"1,993,428.700",26.640
25,2013-03-31,177,"2,123,154.250",24.890
26,2012-12-31,315,"2,469,676.300",32.430
27,2012-09-30,132,"1,666,918.320",26.300
28,2012-06-30,303,"2,157,193.950",34.900
29,2012-03-31,130,"1,613,104.320",27.610
30,2011-12-31,201,"1,481,406.900",30.820
31,2011-09-30,79,"1,254,409.970",22.570
32,2011-06-30,239,"2,054,954.300",31.450
33,2011-03-31,74,"1,302,367.060",20.670
34,2010-12-31,147,"1,316,573.770",26.120
35,2010-09-30,29,"555,997.610",14.100
36,2010-06-30,152,"995,613.620",28.610
37,2010-03-31,56,"1,344,564.460",25.760
38,2009-12-31,199,"1,998,655.830",37.310
39,2009-09-30,40,"726,172.700",17.990
40,2009-06-30,172,"1,423,204.760",36.780
41,2009-03-31,42,"768,041.970",23.900
42,2008-12-31,124,"955,782.950",54.860
43,2008-09-30,34,"454,403.780",27.260
44,2008-06-30,115,"960,272.910",51.350
45,2008-03-31,41,"923,698.120",38.420
46,2007-12-31,115,"1,690,637.190",66.130
47,2007-09-30,13,"313,694.500",14.390
48,2007-06-30,80,"803,583.710",45.250
49,2007-03-31,9,"99,081.320",11.810
50,2006-12-31,32,"103,792.270",21.630
51,2006-09-30,1,234.210,0.070
52,2006-06-30,30,"34,038.550",9.170
53,2006-03-31,12,"53,232.280",18.610
54,2005-12-31,30,"81,115.660",36.780
55,2005-09-30,10,"50,234.180",23.400
56,2005-06-30,34,"92,604.230",42.550
57,2005-03-31,9,"56,813.710",29.680
58,2004-12-31,34,"88,068.730",41.510
59,2004-09-30,10,"67,893.430",27.370
60,2004-06-30,27,"65,943.690",30.170
61,2004-03-31,1,"3,697.590",1.680
62,2003-12-31,10,"15,931.280",8.380
63,2003-09-30,1,"1,186.420",0.730
64,2003-06-30,4,"6,298.310",3.590
65,2003-03-31,1,481.000,0.250
66,2002-12-31,5,"5,628.880",3.220
67,2002-06-30,1,825.380,0.420
68,2001-12-31,1,45.050,0.020
