序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,2,591.940,0.110
2,2018-09-30,11,"13,645.270",1.770
3,2018-06-30,109,"46,853.860",6.290
4,2018-03-31,13,"36,016.550",3.250
5,2017-12-31,182,"187,343.270",15.700
6,2017-09-30,53,"198,690.870",14.810
7,2017-06-30,209,"327,151.760",24.860
8,2017-03-31,54,"192,168.810",14.860
9,2016-12-31,127,"251,801.520",25.100
10,2016-09-30,45,"151,070.760",16.140
11,2016-06-30,57,"52,270.140",7.170
12,2016-03-31,1,"3,379.350",0.550
13,2015-12-31,11,479.640,0.060
14,2015-09-30,9,"29,069.530",3.180
15,2015-06-30,28,"43,680.290",5.040
16,2015-03-31,1,"7,855.860",1.320
17,2014-12-31,17,"9,679.220",2.280
18,2014-06-30,9,582.980,0.170
19,2014-03-31,2,"3,055.580",0.800
20,2013-12-31,30,"35,350.420",15.730
21,2013-09-30,8,"24,700.280",11.810
22,2013-06-30,55,"89,120.200",42.740
23,2013-03-31,11,"55,592.720",25.640
24,2012-12-31,37,"55,370.500",30.960
25,2012-09-30,10,"42,659.590",24.410
26,2012-06-30,29,"36,276.920",22.440
27,2012-03-31,1,"2,544.410",2.050
28,2011-12-31,2,"2,745.480",2.240
29,2011-09-30,3,"10,394.790",7.340
30,2011-06-30,13,"19,103.870",18.530
31,2011-03-31,4,"9,420.280",10.000
