序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,1,"1,955.010",0.230
2,2017-09-30,1,"5,253.470",0.640
3,2017-06-30,8,"8,949.160",1.420
4,2017-03-31,2,"7,247.440",1.180
5,2016-12-31,18,"29,935.570",4.360
6,2016-09-30,6,"22,492.150",3.360
7,2016-06-30,24,"33,689.320",5.460
8,2016-03-31,11,"17,379.140",2.900
9,2015-12-31,28,"35,528.290",4.260
10,2015-06-30,5,100.630,0.010
11,2015-03-31,2,"2,527.790",0.420
12,2014-12-31,9,"2,486.180",0.670
13,2014-09-30,1,"2,741.000",0.600
14,2014-06-30,10,"12,857.940",3.820
15,2014-03-31,3,"14,571.460",5.230
16,2013-12-31,9,"13,282.030",4.760
17,2013-09-30,3,"9,347.480",3.400
18,2013-06-30,11,"5,535.960",2.290
19,2013-03-31,1,"2,678.500",0.960
20,2012-12-31,13,"7,684.120",5.370
21,2012-09-30,4,"14,050.030",8.260
22,2012-06-30,24,"24,234.850",11.930
23,2012-03-31,1,766.170,0.390
24,2011-12-31,20,"10,855.630",5.240
25,2011-09-30,2,"6,802.300",2.790
26,2011-06-30,5,"5,020.610",2.090
27,2011-03-31,2,"6,657.100",2.790
28,2010-12-31,16,"26,778.630",19.140
29,2010-09-30,3,"9,863.200",10.310
30,2010-06-30,17,"2,877.080",4.090
31,2010-03-31,3,848.090,0.950
