序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,3,"12,247.220",2.710
2,2017-12-31,21,"19,019.880",3.750
3,2017-09-30,5,"22,301.780",3.300
4,2017-06-30,31,"27,166.360",4.510
5,2017-03-31,4,"38,233.610",4.480
6,2016-12-31,32,"42,353.040",5.850
7,2016-09-30,7,"41,500.230",5.960
8,2016-06-30,28,"33,993.140",5.150
9,2016-03-31,6,"33,908.870",4.360
10,2015-12-31,27,"46,068.770",5.470
11,2015-09-30,4,"18,549.110",3.950
12,2015-06-30,13,"35,492.640",4.300
13,2015-03-31,1,"7,436.620",1.030
14,2014-12-31,5,"8,934.880",1.720
15,2014-09-30,1,"3,508.580",0.530
16,2014-06-30,5,805.350,0.200
17,2013-12-31,3,"1,212.520",0.350
18,2013-06-30,2,262.940,0.190
19,2013-03-31,1,"3,284.850",1.890
20,2012-12-31,3,718.410,0.520
21,2012-09-30,2,"6,107.150",3.790
22,2012-06-30,2,"6,829.180",3.790
23,2012-03-31,2,"7,668.800",4.430
24,2011-12-31,3,"7,515.310",4.480
25,2011-09-30,2,"11,338.840",5.630
26,2011-06-30,8,"24,483.570",10.490
27,2002-06-30,1,59.720,0.040
28,2001-12-31,1,39.640,0.030
