序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,8,540.890,0.160
2,2018-09-30,2,"5,318.580",1.360
3,2018-06-30,24,"4,660.370",1.330
4,2018-03-31,3,"12,247.220",2.710
5,2017-12-31,21,"19,019.880",3.750
6,2017-09-30,5,"22,301.780",3.300
7,2017-06-30,31,"27,166.360",4.510
8,2017-03-31,4,"38,233.610",4.480
9,2016-12-31,32,"42,353.040",5.850
10,2016-09-30,7,"41,500.230",5.960
11,2016-06-30,28,"33,993.140",5.150
12,2016-03-31,6,"33,908.870",4.360
13,2015-12-31,27,"46,068.770",5.470
14,2015-09-30,4,"18,549.110",3.950
15,2015-06-30,13,"35,492.640",4.300
16,2015-03-31,1,"7,436.620",1.030
17,2014-12-31,5,"8,934.880",1.720
18,2014-09-30,1,"3,508.580",0.530
19,2014-06-30,5,805.350,0.200
20,2013-12-31,3,"1,212.520",0.350
21,2013-06-30,2,262.940,0.190
22,2013-03-31,1,"3,284.850",1.890
23,2012-12-31,3,718.410,0.520
24,2012-09-30,2,"6,107.150",3.790
25,2012-06-30,2,"6,829.180",3.790
26,2012-03-31,2,"7,668.800",4.430
27,2011-12-31,3,"7,515.310",4.480
28,2011-09-30,2,"11,338.840",5.630
29,2011-06-30,8,"24,483.570",10.490
30,2002-06-30,1,59.720,0.040
31,2001-12-31,1,39.640,0.030
