序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,6,"1,215.940",0.380
2,2017-09-30,1,"1,789.760",0.370
3,2017-06-30,17,"3,750.990",0.890
4,2017-03-31,5,"8,228.180",1.230
5,2016-12-31,30,"13,776.780",2.060
6,2016-09-30,5,"6,916.480",1.280
7,2016-06-30,14,"6,188.510",1.030
8,2016-03-31,3,"13,591.550",2.410
9,2015-12-31,21,"21,033.000",3.260
10,2015-09-30,8,"23,402.930",4.840
11,2015-06-30,23,"12,477.530",1.840
12,2015-03-31,5,"18,560.820",2.300
13,2014-12-31,21,"9,551.210",2.080
14,2014-06-30,11,747.530,0.210
15,2013-12-31,22,"1,234.690",0.410
16,2013-09-30,2,"2,311.900",0.730
17,2013-06-30,27,"6,531.040",2.320
18,2013-03-31,4,"11,364.250",3.140
19,2012-12-31,38,"29,251.250",8.920
20,2012-09-30,3,"11,915.890",3.790
21,2012-06-30,30,"20,380.290",6.150
22,2012-03-31,1,"8,133.820",2.670
23,2011-12-31,25,"22,742.830",7.970
24,2011-09-30,6,"32,907.000",9.250
25,2011-06-30,23,"42,709.380",11.260
26,2011-03-31,6,"32,958.560",9.030
27,2010-12-31,11,"14,663.110",4.340
28,2010-09-30,5,"22,687.560",6.040
29,2010-06-30,8,"10,691.880",3.370
30,2010-03-31,3,"21,613.950",5.000
31,2009-12-31,6,"41,223.430",8.300
32,2009-09-30,6,"30,345.990",9.280
33,2009-06-30,11,"40,785.810",25.610
34,2009-03-31,8,"44,926.910",32.150
35,2008-12-31,10,"11,601.600",15.540
36,2008-09-30,6,"18,308.750",15.970
37,2008-06-30,11,"19,739.530",15.820
38,2008-03-31,7,"36,623.690",19.040
39,2007-12-31,2,"6,442.880",3.060
40,2007-09-30,3,"12,816.810",5.710
41,2007-06-30,10,"44,115.870",22.640
42,2007-03-31,5,"22,475.180",19.710
43,2006-12-31,3,"1,410.840",2.200
44,2006-09-30,1,391.730,0.690
45,2006-06-30,2,102.520,0.180
46,2005-12-31,5,"6,383.260",11.810
47,2005-09-30,1,"1,405.000",2.390
48,2005-06-30,9,"9,717.150",19.490
49,2005-03-31,4,"5,946.300",12.450
50,2004-12-31,12,"5,685.210",12.970
51,2004-09-30,5,"6,321.490",12.670
52,2004-06-30,9,"4,604.480",8.990
53,2003-12-31,15,"9,497.180",14.800
