科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"4,322,672,190.90","4,288,938,076.68","3,728,041,292.91","1,925,827,641.42",,"4,276,987,600.89","1,154,808,750.59","2,510,156,332.95","3,880,794,722.47","5,026,121,225.62","1,302,225,020.17","2,988,734,123.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"9,809,915.34",,
收到的税费返还,"187,365,736.72","190,657,194.67","186,599,283.93","73,896,330.58",,"153,222,759.16","32,102,457.45","118,018,987.02","196,652,429.96","235,792,528.69","43,711,810.27","123,964,105.81"
支付其他与投资活动有关的现金,,,,,,,,,,,,
收到其他与经营活动有关的现金,"19,966,448.43","39,435,072.37","122,857,747.42","18,314,237.98",,"37,583,582.69","16,498,824.68","50,338,532.84","65,961,684.60","78,991,499.64","24,414,620.84","33,367,897.77"
投资活动现金流出小计,"142,566,437.48","57,623,097.54","1,344,134,528.43","1,640,305,028.54",,"3,275,699,781.81","2,171,835,146.45","3,738,327,936.61","4,446,577,245.19","5,244,903,609.70","791,139,240.77","1,605,130,942.74"
经营活动现金流入小计,"4,530,004,376.05","4,519,030,343.72","4,037,498,324.26","2,018,038,209.98",,"4,467,793,942.74","1,203,410,032.72","2,678,513,852.81","4,143,408,837.03","5,340,905,253.95","1,370,351,451.28","3,146,066,126.69"
投资活动产生的现金流量净额,"-128,364,516.14","-54,439,374.55","-466,398,551.11","-29,751,284.65","-453,135,300.00","-282,666,821.31","-940,103,371.25","-904,141,930.46","-1,040,127,644.30","-1,023,279,977.52","-198,533,681.43","-96,036,107.82"
购买商品、接受劳务支付的现金,"3,271,805,344.31","2,892,761,917.63","2,338,434,528.84","1,200,634,885.68",,"2,963,464,627.81","787,305,200.23","1,663,460,073.37","2,656,167,045.87","3,592,976,254.33","898,584,857.82","2,139,225,012.86"
吸收投资收到的现金,"1,500,000.00",,"33,164,706.00","7,164,700.00",,"1,060,346,900.00",,"774,200.00","1,146,200.00","1,146,200.00","7,533,600.00","15,363,600.00"
支付给职工以及为职工支付的现金,"278,500,701.20","333,147,820.05","362,254,643.39","191,805,629.99",,"404,303,302.24","113,986,218.89","220,198,811.47","327,738,819.64","448,846,538.17","137,638,526.14","266,412,426.82"
取得借款收到的现金,"560,367,942.11","469,392,565.90","212,439,280.17","21,941,008.21",,"28,036,975.47","6,377,799.43","16,907,841.30","41,823,051.04","64,851,476.84","148,777,789.73","177,447,928.01"
支付的各项税费,"288,115,191.99","396,426,933.69","347,013,485.40","183,987,334.93",,"344,751,276.41","92,228,643.28","192,073,255.41","300,391,901.66","375,776,679.85","87,947,794.72","214,547,807.18"
收到其他与筹资活动有关的现金,,,,,,,,,,,,
支付其他与经营活动有关的现金,"325,245,538.71","378,773,391.55","383,658,185.41","177,104,181.87",,"375,565,845.32","92,094,926.23","198,949,645.02","309,468,758.77","404,682,343.01","106,787,077.04","241,999,671.50"
筹资活动现金流入小计,"561,867,942.11","469,392,565.90","245,603,986.17","29,105,708.21",,"1,088,383,875.47","6,377,799.43","17,682,041.30","42,969,251.04","65,997,676.84","156,311,389.73","192,811,528.01"
经营活动现金流出小计,"4,163,666,776.21","4,001,110,062.92","3,431,360,843.04","1,753,532,032.47",,"4,088,085,051.78","1,085,614,988.63","2,274,681,785.27","3,593,766,525.94","4,822,281,815.36","1,230,958,255.72","2,862,184,918.36"
偿还债务支付的现金,"517,613,544.84","584,761,671.46","474,401,737.41","19,289,527.14",,"35,232,666.29","2,635,804.99","14,299,403.12","19,604,736.94","45,655,598.71","28,112,021.78","56,493,302.12"
经营活动产生的现金流量净额,"366,337,599.84","517,920,280.80","606,137,481.22","264,506,177.51","280,226,200.00","379,708,890.96","117,795,044.09","403,832,067.54","549,642,311.09","518,623,438.59","139,393,195.56","283,881,208.33"
分配股利、利润或偿还利息支付的现金,"106,804,045.01","183,250,374.14","186,633,423.72","194,200,205.62",,"194,476,413.24","22,991,363.83","219,236,880.48","219,330,173.43","219,575,277.94","27,871,116.21","226,958,164.49"
收回投资收到的现金,"10,001,735.63",,"870,000,000.00","1,595,005,677.73",,"2,960,005,677.73","1,219,000,000.00","2,807,000,000.00","3,372,000,000.00","4,157,000,000.00","547,397,677.59","1,431,687,677.59"
支付其他与筹资活动有关的现金,"10,101,300.00","3,211,000.00","26,800.00",,,"1,219,218.42","8,663,000.00","17,528,925.02","17,520,911.41","17,363,000.00",,"58,696.33"
取得投资收益收到的现金,"1,530,000.00","1,836,000.00","6,469,472.78","10,480,372.21",,"25,160,273.75","12,485,293.70","26,804,690.98","33,864,143.04","48,329,019.77","16,008,686.10","46,154,510.46"
筹资活动现金流出小计,"634,518,889.85","771,223,045.60","661,061,961.13","213,489,732.76",,"230,928,297.95","34,290,168.82","251,065,208.62","256,455,821.78","282,593,876.65","55,983,137.99","283,510,162.94"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,914,634.45","847,722.99","378,504.54","1,573,793.95",,"2,918,209.02","246,481.50","381,315.17","585,457.85","5,935,912.41","610,111.26","2,663,562.48"
筹资活动产生的现金流量净额,"-72,650,947.74","-301,830,479.70","-415,457,974.96","-184,384,024.55","-191,127,400.00","857,455,577.52","-27,912,369.39","-233,383,167.32","-213,486,570.74","-216,596,199.81","100,328,251.74","-90,698,634.93"
处置子公司及其他营业单位收到的现金净额,"265,551.26",,,,,,,,,,,
四、汇率变动对现金的影响,"-5,863,791.61","9,841,112.00","15,235,054.52","2,205,809.65",,"11,616,842.29","-487,183.79","-3,515,775.82","-5,453,122.58","-6,551,577.75","-3,183,547.34","2,616,271.81"
收到其他与投资活动有关的现金,"490,000.00","500,000.00","888,000.00","3,493,900.00",,"4,948,800.00",,,,"10,358,700.00","28,589,084.39","28,589,084.39"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"14,201,921.34","3,183,722.99","877,735,977.32","1,610,553,743.89",,"2,993,032,960.50","1,231,731,775.20","2,834,186,006.15","3,406,449,600.89","4,221,623,632.18","592,605,559.34","1,509,094,834.92"
五、现金及现金等价物净增加额,"159,458,344.35","171,491,538.55","-260,483,990.33","52,576,677.96","-355,883,300.00","966,114,489.46","-850,707,880.34","-737,208,806.06","-709,425,026.53","-727,804,316.49","38,004,218.53","99,762,737.39"
购建固定资产、无形资产和其他长期资产支付的现金,"133,318,637.48","52,573,097.54","84,134,528.43","65,002,408.17",,"101,397,161.44","42,835,146.45","89,327,936.61","128,277,245.19","181,793,694.36","284,139,240.77","368,190,942.74"
期初现金及现金等价物余额,"464,447,995.82","623,906,340.17","795,397,878.72","534,913,888.39",,"534,913,888.39","1,501,028,377.85","1,501,028,377.85","1,501,028,377.85","1,501,028,377.85","777,060,105.92","773,224,061.36"
投资支付的现金,"9,247,800.00","5,050,000.00","1,260,000,000.00","1,575,302,620.37",,"3,174,302,620.37","2,129,000,000.00","3,649,000,000.00","4,318,300,000.00","5,053,300,000.00","507,000,000.00","1,236,940,000.00"
期末现金及现金等价物余额,"623,906,340.17","795,397,878.72","534,913,888.39","587,490,566.35",,"1,501,028,377.85","650,320,497.51","763,819,571.79","791,603,351.32","773,224,061.36","815,064,324.45","872,986,798.75"
