科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,087,354,334.61","1,180,566,748.65","1,277,328,979.40","239,823,731.32","619,118,287.89","1,015,092,097.92","1,478,265,227.20","294,078,590.26","781,704,062.10","1,317,551,637.51","1,963,350,129.12","408,587,912.22","975,683,048.59","1,620,583,409.01","2,360,177,142.78","460,519,543.91"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"242,255.88",,
收到的税费返还,"865,041.95","505,517.95","653,734.41","61,258.21","142,447.24","707,858.15","2,003,770.30","36,581.09","251,614.79","409,255.65","986,878.98","424,533.45","487,859.86","700,723.86","932,211.70","29,268.17"
支付其他与投资活动有关的现金,"125,449,693.65","138,591,999.87",,"34,900,000.00","725,560,000.00","479,257,734.40","523,750,000.00","6,500,000.00","1,102,500,000.00","1,500,000.00","2,095,800,000.00","582,000,000.00","392,000,000.00","1,807,000,000.00","2,202,000,000.00","801,560,000.00"
收到其他与经营活动有关的现金,"3,951,185.47","7,390,951.45","17,657,565.43","3,258,608.61","12,041,290.73","19,520,012.53","31,743,299.95","3,512,546.60","14,467,461.51","20,286,636.82","24,714,720.28","31,903,639.31","22,355,026.79","33,060,154.47","40,753,402.20","3,884,848.34"
投资活动现金流出小计,"220,987,788.11","194,254,087.21","64,576,956.84","44,248,418.72","751,715,972.10","522,803,549.54","583,532,343.47","16,418,483.45","1,126,856,709.19","66,834,029.37","2,308,592,103.61","644,796,087.53","513,896,438.48","1,983,863,943.86","2,408,323,341.03","865,836,982.59"
经营活动现金流入小计,"1,092,170,562.03","1,188,463,218.05","1,295,640,279.24","243,143,598.14","631,302,025.86","1,035,319,968.60","1,512,012,297.45","297,627,717.95","796,423,138.40","1,338,247,529.98","1,989,051,728.38","440,916,084.98","998,525,935.24","1,654,344,287.34","2,401,862,756.68","464,433,660.42"
投资活动产生的现金流量净额,"-212,931,244.38","-114,135,327.70","86,323,538.84","-43,473,201.47","-508,895,438.83","-519,685,672.14","-571,277,249.78","-12,958,328.50","-43,602,214.17","-47,186,998.56","61,878,265.85","-237,131,941.03","-266,443,928.86","-256,457,550.60","193,585,311.02","-96,870,837.72"
购买商品、接受劳务支付的现金,"526,264,963.63","508,685,677.79","652,240,082.03","118,061,797.97","296,456,669.50","476,112,268.67","709,216,358.73","141,861,623.77","355,266,386.90","644,423,166.11","964,051,988.16","234,960,589.06","478,969,234.98","868,649,564.53","1,344,524,503.21","324,379,739.03"
吸收投资收到的现金,"5,236,000.00",,,,"513,469,600.00","513,469,600.00","513,469,600.00",,,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",
支付给职工以及为职工支付的现金,"208,978,547.67","229,331,330.22","244,119,053.89","61,266,984.94","125,132,945.99","194,302,036.95","269,927,549.57","69,378,682.52","112,987,919.71","160,391,345.94","211,776,366.92","49,097,492.91","93,447,728.23","141,772,843.15","197,023,573.59","56,429,461.82"
取得借款收到的现金,"91,037,103.76","25,000,000.00",,,,,,,,,,,,,,
支付的各项税费,"117,405,977.02","140,309,474.90","136,159,543.40","44,941,342.01","78,504,815.44","121,216,721.95","168,680,305.31","39,024,146.91","92,959,880.15","154,705,250.72","212,403,446.81","40,022,372.76","93,172,538.82","153,638,020.70","202,736,776.49","48,115,753.93"
收到其他与筹资活动有关的现金,"10,000,000.00","20,100,000.00",,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"119,752,606.02","125,432,145.28","139,318,733.92","35,387,821.31","82,655,913.37","130,066,458.76","180,026,028.80","51,139,708.21","114,891,273.36","192,112,077.10","306,800,390.68","117,140,058.97","245,017,937.23","301,768,942.85","403,661,144.13","88,639,609.89"
筹资活动现金流入小计,"106,273,103.76","45,100,000.00",,,"513,469,600.00","513,469,600.00","513,469,600.00",,,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",
经营活动现金流出小计,"972,402,094.34","1,003,758,628.19","1,171,837,413.24","259,657,946.23","582,750,344.30","921,697,486.33","1,327,850,242.41","301,404,161.41","676,105,460.12","1,151,631,839.87","1,695,032,192.57","441,220,513.70","910,607,439.26","1,465,829,371.23","2,147,945,997.42","517,564,564.67"
偿还债务支付的现金,"85,000,000.00","40,000,000.00","60,000,000.00",,"85,000,000.00","85,000,000.00","120,000,000.00",,,,,,,,,
经营活动产生的现金流量净额,"119,768,467.69","184,704,589.86","123,802,866.00","-16,514,348.09","48,551,681.56","113,622,482.27","184,162,055.04","-3,776,443.46","120,317,678.28","186,615,690.11","294,019,535.81","-304,428.72","87,918,495.98","188,514,916.11","253,916,759.26","-53,130,904.25"
分配股利、利润或偿还利息支付的现金,"10,550,550.00","28,919,429.01","45,317,208.32","29,920,000.01","38,421,333.32","38,930,048.60","39,226,090.27",,"23,720,564.20","23,721,880.34","23,721,880.34",,"37,277,240.13","37,277,240.13","37,277,240.13",
收回投资收到的现金,"1,310,000.00",,,,,,,,,,,,,,,
