科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"43,525,615.15","49,980,031.73","66,694,866.51","28,277,542.91","184,279,999.60","156,180,919.83","92,559,444.77","121,791,827.34","108,483,267.22","104,828,191.39","70,552,270.66","50,534,128.54","53,161,869.11","28,618,342.43","66,061,483.66"
短期借款,"9,000,000.00","13,900,000.00","14,900,000.00","14,900,000.00","14,900,000.00",,,,"29,900,000.00","67,200,000.00","59,600,000.00","59,900,000.00","59,900,000.00","57,900,000.00","126,900,000.00"
交易性金融资产,,,,,,,"60,646,416.67",,,,,,,,"20,193,992.38"
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"11,470,000.00","20,002,525.40","27,158,238.85","5,662,000.00","11,465,078.47","8,673,320.73","9,128,650.26","8,641,477.88","11,394,029.26","7,800,000.00","11,501,000.00","22,503,600.00","35,471,610.65","30,516,555.97","54,028,833.10"
应付票据,"13,000,000.00","12,891,066.40","31,608,206.35","18,225,005.15","17,276,094.20","20,691,706.20","35,367,948.83","37,293,828.63","27,118,789.40","20,186,346.30","37,851,393.28","43,001,896.98","32,276,850.00","15,060,000.00","19,000,000.00"
应收账款,"56,228,428.67","77,092,538.43","73,434,055.49","87,010,486.27","101,178,538.22","104,525,720.83","142,162,445.25","146,312,163.67","148,480,112.52","152,361,124.81","220,030,500.11","187,088,569.15","185,490,993.20","192,696,066.10","355,149,723.22"
应付账款,"28,188,979.04","26,441,355.16","44,311,055.88","36,020,789.46","41,422,844.22","46,496,838.69","46,353,551.70","38,765,502.03","40,198,870.30","57,610,754.04","69,245,594.80","54,659,672.08","56,399,249.91","62,454,162.44","89,566,832.36"
预付款项,"3,674,585.42","4,049,045.10","7,277,414.95","10,749,516.61","5,971,377.33","12,001,859.06","5,674,816.48","9,664,749.50","9,304,887.10","16,881,436.85","8,655,544.22","12,285,198.63","8,145,911.28","8,980,918.83","19,931,061.67"
预收款项,"32,055,567.10","25,271,174.25","48,553,301.48","35,744,232.62","30,279,662.64","31,881,946.00","24,251,852.79","15,269,012.19","17,776,353.06","25,762,250.89","25,852,042.10","22,105,046.77","23,549,518.61","40,992,055.73","62,461,125.58"
其他应收款,"2,119,468.40","4,741,593.56","6,079,095.02","7,026,576.20","6,237,079.03","4,594,914.95","3,238,208.13","4,617,357.70","5,746,835.19","8,467,737.54","5,136,958.48","7,054,903.71","5,993,313.83","8,184,160.25","12,661,496.20"
应付职工薪酬,"2,734,286.69","3,696,980.04","4,770,346.78","2,242,484.19","3,066,527.57","3,797,335.49","4,359,744.94","2,345,582.02","3,052,333.28","3,851,934.16","4,869,720.05","3,236,644.69","4,036,487.39","5,613,118.11","13,628,200.06"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"5,228,571.63","7,620,938.68","6,284,689.23","1,031,013.69","2,961,377.30","1,192,967.91","9,544,381.86","2,985,874.49","2,021,812.43","5,283,499.76","13,007,641.11","2,659,126.33","8,807,955.10","2,750,395.89","21,975,465.44"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,"78,133.15","82,763.46","79,427.21","73,390.35","66,083.91","178,070.62"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,"7,000,000.00",,,,"5,336,000.00",,,,"3,300,165.00",,,"10,407,268.27"
存货,"38,338,859.66","32,740,364.15","87,312,010.30","91,890,179.93","91,271,564.89","100,359,313.49","83,511,791.16","82,081,379.91","87,062,143.64","85,893,581.08","73,246,441.02","84,519,517.23","68,430,186.86","91,898,792.25","160,507,923.96"
其他应付款,"1,496,906.32","961,851.27","2,096,624.28","1,014,592.98","1,757,377.40","3,523,450.05","443,011.07","1,737,639.75","1,658,338.95","1,699,997.50","1,280,581.07","3,151,561.11","3,465,581.10","3,962,106.86","354,047,335.82"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"3,448,309.51","2,244,475.23","8,535,256.98","9,502,928.05","4,755,825.28","4,806,891.05","3,568,999.84","3,825,580.47","3,698,040.58","5,906,724.18","6,303,906.71","7,194,135.80","6,685,533.66","7,475,112.12","14,611,000.84"
其他流动负债,,,,,,,,,,,,,"1,077,203.74","2,105,427.10","18,697,725.15"
流动资产合计,"158,805,266.81","190,850,573.60","276,490,938.10","240,119,229.97","405,159,462.82","391,142,939.94","400,490,772.56","376,934,536.47","374,169,315.51","382,138,795.85","395,426,621.20","371,180,053.06","363,379,418.59","368,369,947.95","703,145,515.03"
