科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"249,065,944.14","283,347,203.08","572,752,954.24","75,562,487.69","156,451,718.81","218,173,710.80","73,183,811.91","104,270,764.02","234,916,476.55","334,191,996.90"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,
收到的税费返还,,,,,,,"1,455.99",,,
支付其他与投资活动有关的现金,,,,,,,,,,
收到其他与经营活动有关的现金,"11,237,661.14","9,073,521.52","12,165,974.03","8,113,192.66","9,369,245.13","10,631,775.63","5,738,905.13","9,563,592.11","18,181,126.24","11,941,663.23"
投资活动现金流出小计,"1,294,822.61","236,469,829.85","259,641,394.59","115,147,258.21","229,226,572.42","304,530,063.35","235,000,000.00","306,030,750.00","585,193,500.00","646,266,239.11"
经营活动现金流入小计,"260,303,605.28","292,420,724.60","584,918,928.27","83,675,680.35","165,820,963.94","228,805,486.43","78,924,173.03","113,834,356.13","253,097,602.79","346,133,660.13"
投资活动产生的现金流量净额,"17,820,177.39","-86,721,035.73","7,360,952.59","-27,606,765.06","-18,273,413.49","-38,101,507.16","-172,049,315.08","-147,043,228.69","-166,789,412.35","-207,850,726.07"
购买商品、接受劳务支付的现金,"62,066,750.39","97,477,646.22","334,674,708.75","123,933,886.82","167,830,019.36","184,315,209.60","40,727,418.46","51,373,457.30","134,432,861.46","243,562,045.45"
吸收投资收到的现金,,,,,,,"328,137,518.00","328,137,518.00","328,137,518.00","328,137,518.00"
支付给职工以及为职工支付的现金,"92,117,811.07","93,316,553.47","84,922,856.84","35,650,823.16","49,153,492.14","79,451,826.21","13,532,498.24","35,879,585.37","38,857,757.06","82,006,088.94"
取得借款收到的现金,,,,,,,,,,
支付的各项税费,"18,408,505.73","20,886,939.24","26,546,455.91","21,759,734.22","31,235,960.78","32,699,636.73","8,692,237.22","5,608,295.39","12,787,818.42","13,079,580.30"
收到其他与筹资活动有关的现金,,,,,,,,,,
支付其他与经营活动有关的现金,"12,090,962.56","11,274,688.89","6,750,281.31","3,901,119.57","11,021,581.14","9,465,699.88","10,096,459.42","5,677,032.97","17,366,959.42","10,586,699.06"
筹资活动现金流入小计,,,,,,,"328,137,518.00","328,137,518.00","328,137,518.00","328,137,518.00"
经营活动现金流出小计,"184,684,029.75","222,955,827.82","452,894,302.81","185,245,563.77","259,241,053.42","305,932,372.42","73,048,613.34","98,538,371.03","203,445,396.36","349,234,413.75"
偿还债务支付的现金,,,,,,,,,,
经营活动产生的现金流量净额,"75,619,575.53","69,464,896.78","132,024,625.46","-101,569,883.42","-93,420,089.48","-77,126,885.99","5,875,559.69","15,295,985.10","49,652,206.43","-3,100,753.62"
分配股利、利润或偿还利息支付的现金,"28,773,295.88","28,773,295.88","28,773,295.88","14,386,647.94","14,386,647.94","14,386,647.94",,"20,461,017.80","20,461,017.80","20,461,017.80"
收回投资收到的现金,"19,015,000.00","140,000,000.00","262,000,000.00","86,000,000.00","208,000,000.00","263,000,000.00","62,000,000.00","157,000,000.00","412,000,000.00","432,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,"8,304,495.00","16,091,695.00","16,091,695.00","16,200,000.00"
取得投资收益收到的现金,"100,000.00","1,987,027.39","4,912,347.18","1,540,493.15","2,874,712.33","3,350,109.59","950,684.92","1,987,521.31","6,404,087.65","6,415,513.04"
筹资活动现金流出小计,"28,773,295.88","28,773,295.88","28,773,295.88","14,386,647.94","14,386,647.94","14,386,647.94","8,304,495.00","36,552,712.80","36,552,712.80","36,661,017.80"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"90,000.00",,"78,446.60","78,446.60",,,,
筹资活动产生的现金流量净额,"-28,773,295.88","-28,773,295.88","-28,773,295.88","-14,386,647.94","-14,386,647.94","-14,386,647.94","319,833,023.00","291,584,805.20","291,584,805.20","291,476,500.20"
处置子公司及其他营业单位收到的现金净额,,"7,761,766.73",,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,
投资活动现金流入小计,"19,115,000.00","149,748,794.12","267,002,347.18","87,540,493.15","210,953,158.93","266,428,556.19","62,950,684.92","158,987,521.31","418,404,087.65","438,415,513.04"
五、现金及现金等价物净增加额,"64,666,457.04","-46,029,434.83","110,612,282.17","-143,563,296.42","-126,080,150.91","-129,615,041.09","153,659,267.61","159,837,561.61","174,447,599.28","80,525,020.51"
购建固定资产、无形资产和其他长期资产支付的现金,"1,294,822.61","1,469,829.85","1,641,394.59","147,258.21","226,572.42","530,063.35",,"1,030,750.00","183,500.00","1,266,239.11"
期初现金及现金等价物余额,"33,456,216.69","98,122,673.73","52,093,238.90","162,705,521.07","162,705,521.07","162,705,521.07","33,290,479.98","33,090,479.98","33,290,479.98","33,090,479.98"
投资支付的现金,,"235,000,000.00","258,000,000.00","115,000,000.00","229,000,000.00","304,000,000.00","235,000,000.00","305,000,000.00","585,010,000.00","645,000,000.00"
期末现金及现金等价物余额,"98,122,673.73","52,093,238.90","162,705,521.07","19,142,224.65","36,625,370.16","33,090,479.98","186,949,747.59","192,928,041.59","207,738,079.26","113,615,500.49"
