科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"410,467,383.23","510,983,065.74","848,020,916.30","1,828,049,126.51","819,458,955.51","1,150,589,467.65","646,896,483.70","1,623,711,569.46"
短期借款,,,,,,,,"20,000,000.00"
交易性金融资产,,,,,,,,
交易性金融负债,,,,,,,,
应收票据,,,,,,,,
应付票据,,,,,,,,
应收账款,"3,903,152.37","2,706,898.82","2,504,781.41","3,861,545.77","3,603,059.54","4,788,182.83","3,218,394.12","5,187,419.49"
应付账款,"167,888,554.24","253,624,560.69","383,309,301.02","242,797,935.79","373,666,926.96","425,830,184.17","511,328,620.31","313,123,267.83"
预付款项,"40,755,025.53","39,617,368.80","35,667,167.03","57,206,584.91","43,277,207.34","50,731,068.84","34,480,638.36","71,497,933.59"
预收款项,"424,878,572.19","630,005,541.06","769,506,828.38","792,394,631.99","830,784,117.50","914,511,308.03","1,061,092,507.02","978,543,511.54"
其他应收款,"25,288,448.03","33,569,204.69","28,376,470.80","35,743,846.75","29,060,538.72","33,854,758.01","38,288,945.95","43,515,553.72"
应付职工薪酬,"37,015.21","148,016.86","45,660.43","51,898.49","45,108.78","55,326.16","6,970,667.53","388,949.18"
应收关联公司款,,,,,,,,
应交税费,"42,470,022.32","55,675,769.98","80,156,477.60","49,070,399.12","69,058,381.60","77,585,754.06","96,124,729.35","43,405,352.07"
应收利息,,,,,,,,
应付利息,,,,,,,,
应收股利,,,,,,,,
应付股利,"4,500,009.54",,,,,,,
存货,"240,875,293.78","312,208,209.12","296,771,664.08","261,805,273.10","268,104,339.39","339,028,936.19","400,839,164.52","429,474,191.19"
其他应付款,"29,373,698.63","43,402,412.06","82,162,567.25","93,513,811.87","93,028,310.15","252,761,723.22","267,639,411.19","274,476,825.60"
其中:消耗性生物资产,,,,,,,,
应付关联公司款,,,,,,,,
一年内到期的非流动资产,,,,,,,,
一年内到期的非流动负债,,,,"105,000.00",,,,
其他流动资产,"3,058,260.70","81,886.34","4,472,889.12","217,808,832.27","1,504,216,147.72","1,503,079,424.15","2,249,082,399.03","732,362,836.01"
其他流动负债,"105,000.00","105,000.00","105,000.00",,"105,000.00","705,000.00","105,000.00","105,000.00"
流动资产合计,"724,347,563.64","899,166,633.51","1,215,813,888.74","2,404,475,209.31","2,667,720,248.22","3,082,071,837.67","3,372,806,025.68","2,905,749,503.46"
